t, v, gamma, h
2230.32, 15.2349, -1.5708, 47111.7
2230.42, 15.2341, -1.5708, 47110.2
2230.52, 15.2334, -1.5708, 47108.7
2230.62, 15.2326, -1.5708, 47107.1
2230.72, 15.2318, -1.5708, 47105.6
2230.82, 15.2311, -1.5708, 47104.1
2230.92, 15.2303, -1.5708, 47102.6
2231.02, 15.2295, -1.5708, 47101
2231.12, 15.2288, -1.5708, 47099.5
2231.22, 15.228, -1.5708, 47098
2231.32, 15.2273, -1.5708, 47096.5
2231.42, 15.2265, -1.5708, 47095
2231.52, 15.2257, -1.5708, 47093.4
2231.62, 15.225, -1.5708, 47091.9
2231.72, 15.2242, -1.5708, 47090.4
2231.82, 15.2235, -1.5708, 47088.9
2231.92, 15.2227, -1.5708, 47087.3
2232.02, 15.2219, -1.5708, 47085.8
2232.12, 15.2212, -1.5708, 47084.3
2232.22, 15.2204, -1.5708, 47082.8
2232.32, 15.2196, -1.5708, 47081.3
2232.42, 15.2189, -1.5708, 47079.7
2232.52, 15.2181, -1.5708, 47078.2
2232.62, 15.2174, -1.5708, 47076.7
2232.72, 15.2166, -1.5708, 47075.2
2232.82, 15.2158, -1.5708, 47073.6
2232.92, 15.2151, -1.5708, 47072.1
2233.02, 15.2143, -1.5708, 47070.6
2233.12, 15.2136, -1.5708, 47069.1
2233.22, 15.2128, -1.5708, 47067.6
2233.32, 15.212, -1.5708, 47066
2233.42, 15.2113, -1.5708, 47064.5
2233.52, 15.2105, -1.5708, 47063
2233.62, 15.2098, -1.5708, 47061.5
2233.72, 15.209, -1.5708, 47060
2233.82, 15.2082, -1.5708, 47058.4
2233.92, 15.2075, -1.5708, 47056.9
2234.02, 15.2067, -1.5708, 47055.4
2234.12, 15.206, -1.5708, 47053.9
2234.22, 15.2052, -1.5708, 47052.4
2234.32, 15.2044, -1.5708, 47050.8
2234.42, 15.2037, -1.5708, 47049.3
2234.52, 15.2029, -1.5708, 47047.8
2234.62, 15.2022, -1.5708, 47046.3
2234.72, 15.2014, -1.5708, 47044.8
2234.82, 15.2007, -1.5708, 47043.2
2234.92, 15.1999, -1.5708, 47041.7
2235.02, 15.1991, -1.5708, 47040.2
2235.12, 15.1984, -1.5708, 47038.7
2235.22, 15.1976, -1.5708, 47037.2
2235.32, 15.1969, -1.5708, 47035.6
2235.42, 15.1961, -1.5708, 47034.1
2235.52, 15.1953, -1.5708, 47032.6
2235.62, 15.1946, -1.5708, 47031.1
2235.72, 15.1938, -1.5708, 47029.6
2235.82, 15.1931, -1.5708, 47028
2235.92, 15.1923, -1.5708, 47026.5
2236.02, 15.1916, -1.5708, 47025
2236.12, 15.1908, -1.5708, 47023.5
2236.22, 15.19, -1.5708, 47022
2236.32, 15.1893, -1.5708, 47020.4
2236.42, 15.1885, -1.5708, 47018.9
2236.52, 15.1878, -1.5708, 47017.4
2236.62, 15.187, -1.5708, 47015.9
2236.72, 15.1862, -1.5708, 47014.4
2236.82, 15.1855, -1.5708, 47012.8
2236.92, 15.1847, -1.5708, 47011.3
2237.02, 15.184, -1.5708, 47009.8
2237.12, 15.1832, -1.5708, 47008.3
2237.22, 15.1825, -1.5708, 47006.8
2237.32, 15.1817, -1.5708, 47005.3
2237.42, 15.1809, -1.5708, 47003.7
2237.52, 15.1802, -1.5708, 47002.2
2237.62, 15.1794, -1.5708, 47000.7
2237.72, 15.1787, -1.5708, 46999.2
2237.82, 15.1779, -1.5708, 46997.7
2237.92, 15.1772, -1.5708, 46996.1
2238.02, 15.1764, -1.5708, 46994.6
2238.12, 15.1757, -1.5708, 46993.1
2238.22, 15.1749, -1.5708, 46991.6
2238.32, 15.1741, -1.5708, 46990.1
2238.42, 15.1734, -1.5708, 46988.6
2238.52, 15.1726, -1.5708, 46987
2238.62, 15.1719, -1.5708, 46985.5
2238.72, 15.1711, -1.5708, 46984
2238.82, 15.1704, -1.5708, 46982.5
2238.92, 15.1696, -1.5708, 46981
2239.02, 15.1688, -1.5708, 46979.5
2239.12, 15.1681, -1.5708, 46977.9
2239.22, 15.1673, -1.5708, 46976.4
2239.32, 15.1666, -1.5708, 46974.9
2239.42, 15.1658, -1.5708, 46973.4
2239.52, 15.1651, -1.5708, 46971.9
2239.62, 15.1643, -1.5708, 46970.4
2239.72, 15.1636, -1.5708, 46968.8
2239.82, 15.1628, -1.5708, 46967.3
2239.92, 15.1621, -1.5708, 46965.8
2240.02, 15.1613, -1.5708, 46964.3
2240.12, 15.1605, -1.5708, 46962.8
2240.22, 15.1598, -1.5708, 46961.3
2240.32, 15.159, -1.5708, 46959.7
2240.42, 15.1583, -1.5708, 46958.2
2240.52, 15.1575, -1.5708, 46956.7
2240.62, 15.1568, -1.5708, 46955.2
2240.72, 15.156, -1.5708, 46953.7
2240.82, 15.1553, -1.5708, 46952.2
2240.92, 15.1545, -1.5708, 46950.6
2241.02, 15.1538, -1.5708, 46949.1
2241.12, 15.153, -1.5708, 46947.6
2241.22, 15.1522, -1.5708, 46946.1
2241.32, 15.1515, -1.5708, 46944.6
2241.42, 15.1507, -1.5708, 46943.1
2241.52, 15.15, -1.5708, 46941.6
2241.62, 15.1492, -1.5708, 46940
2241.72, 15.1485, -1.5708, 46938.5
2241.82, 15.1477, -1.5708, 46937
2241.92, 15.147, -1.5708, 46935.5
2242.02, 15.1462, -1.5708, 46934
2242.12, 15.1455, -1.5708, 46932.5
2242.22, 15.1447, -1.5708, 46931
2242.32, 15.144, -1.5708, 46929.4
2242.42, 15.1432, -1.5708, 46927.9
2242.52, 15.1424, -1.5708, 46926.4
2242.62, 15.1417, -1.5708, 46924.9
2242.72, 15.1409, -1.5708, 46923.4
2242.82, 15.1402, -1.5708, 46921.9
2242.92, 15.1394, -1.5708, 46920.4
2243.02, 15.1387, -1.5708, 46918.8
2243.12, 15.1379, -1.5708, 46917.3
2243.22, 15.1372, -1.5708, 46915.8
2243.32, 15.1364, -1.5708, 46914.3
2243.42, 15.1357, -1.5708, 46912.8
2243.52, 15.1349, -1.5708, 46911.3
2243.62, 15.1342, -1.5708, 46909.8
2243.72, 15.1334, -1.5708, 46908.2
2243.82, 15.1327, -1.5708, 46906.7
2243.92, 15.1319, -1.5708, 46905.2
2244.02, 15.1312, -1.5708, 46903.7
2244.12, 15.1304, -1.5708, 46902.2
2244.22, 15.1297, -1.5708, 46900.7
2244.32, 15.1289, -1.5708, 46899.2
2244.42, 15.1282, -1.5708, 46897.7
2244.52, 15.1274, -1.5708, 46896.1
2244.62, 15.1267, -1.5708, 46894.6
2244.72, 15.1259, -1.5708, 46893.1
2244.82, 15.1252, -1.5708, 46891.6
2244.92, 15.1244, -1.5708, 46890.1
2245.02, 15.1236, -1.5708, 46888.6
2245.12, 15.1229, -1.5708, 46887.1
2245.22, 15.1221, -1.5708, 46885.6
2245.32, 15.1214, -1.5708, 46884
2245.42, 15.1206, -1.5708, 46882.5
2245.52, 15.1199, -1.5708, 46881
2245.62, 15.1191, -1.5708, 46879.5
2245.72, 15.1184, -1.5708, 46878
2245.82, 15.1176, -1.5708, 46876.5
2245.92, 15.1169, -1.5708, 46875
2246.02, 15.1161, -1.5708, 46873.5
2246.12, 15.1154, -1.5708, 46871.9
2246.22, 15.1146, -1.5708, 46870.4
2246.32, 15.1139, -1.5708, 46868.9
2246.42, 15.1131, -1.5708, 46867.4
2246.52, 15.1124, -1.5708, 46865.9
2246.62, 15.1116, -1.5708, 46864.4
2246.72, 15.1109, -1.5708, 46862.9
2246.82, 15.1101, -1.5708, 46861.4
2246.92, 15.1094, -1.5708, 46859.9
2247.02, 15.1086, -1.5708, 46858.3
2247.12, 15.1079, -1.5708, 46856.8
2247.22, 15.1071, -1.5708, 46855.3
2247.32, 15.1064, -1.5708, 46853.8
2247.42, 15.1056, -1.5708, 46852.3
2247.52, 15.1049, -1.5708, 46850.8
2247.62, 15.1041, -1.5708, 46849.3
2247.72, 15.1034, -1.5708, 46847.8
2247.82, 15.1026, -1.5708, 46846.3
2247.92, 15.1019, -1.5708, 46844.8
2248.02, 15.1011, -1.5708, 46843.2
2248.12, 15.1004, -1.5708, 46841.7
2248.22, 15.0997, -1.5708, 46840.2
2248.32, 15.0989, -1.5708, 46838.7
2248.42, 15.0982, -1.5708, 46837.2
2248.52, 15.0974, -1.5708, 46835.7
2248.62, 15.0967, -1.5708, 46834.2
2248.72, 15.0959, -1.5708, 46832.7
2248.82, 15.0952, -1.5708, 46831.2
2248.92, 15.0944, -1.5708, 46829.7
2249.02, 15.0937, -1.5708, 46828.1
2249.12, 15.0929, -1.5708, 46826.6
2249.22, 15.0922, -1.5708, 46825.1
2249.32, 15.0914, -1.5708, 46823.6
2249.42, 15.0907, -1.5708, 46822.1
2249.52, 15.0899, -1.5708, 46820.6
2249.62, 15.0892, -1.5708, 46819.1
2249.72, 15.0884, -1.5708, 46817.6
2249.82, 15.0877, -1.5708, 46816.1
2249.92, 15.0869, -1.5708, 46814.6
2250.02, 15.0862, -1.5708, 46813.1
2250.12, 15.0854, -1.5708, 46811.5
2250.22, 15.0847, -1.5708, 46810
2250.32, 15.0839, -1.5708, 46808.5
2250.42, 15.0832, -1.5708, 46807
2250.52, 15.0825, -1.5708, 46805.5
2250.62, 15.0817, -1.5708, 46804
2250.72, 15.081, -1.5708, 46802.5
2250.82, 15.0802, -1.5708, 46801
2250.92, 15.0795, -1.5708, 46799.5
2251.02, 15.0787, -1.5708, 46798
2251.12, 15.078, -1.5708, 46796.5
2251.22, 15.0772, -1.5708, 46795
2251.32, 15.0765, -1.5708, 46793.4
2251.42, 15.0757, -1.5708, 46791.9
2251.52, 15.075, -1.5708, 46790.4
2251.62, 15.0742, -1.5708, 46788.9
2251.72, 15.0735, -1.5708, 46787.4
2251.82, 15.0727, -1.5708, 46785.9
2251.92, 15.072, -1.5708, 46784.4
2252.02, 15.0713, -1.5708, 46782.9
2252.12, 15.0705, -1.5708, 46781.4
2252.22, 15.0698, -1.5708, 46779.9
2252.32, 15.069, -1.5708, 46778.4
2252.42, 15.0683, -1.5708, 46776.9
2252.52, 15.0675, -1.5708, 46775.4
2252.62, 15.0668, -1.5708, 46773.9
2252.72, 15.066, -1.5708, 46772.3
2252.82, 15.0653, -1.5708, 46770.8
2252.92, 15.0645, -1.5708, 46769.3
2253.02, 15.0638, -1.5708, 46767.8
2253.12, 15.0631, -1.5708, 46766.3
2253.22, 15.0623, -1.5708, 46764.8
2253.32, 15.0616, -1.5708, 46763.3
2253.42, 15.0608, -1.5708, 46761.8
2253.52, 15.0601, -1.5708, 46760.3
2253.62, 15.0593, -1.5708, 46758.8
2253.72, 15.0586, -1.5708, 46757.3
2253.82, 15.0578, -1.5708, 46755.8
2253.92, 15.0571, -1.5708, 46754.3
2254.02, 15.0564, -1.5708, 46752.8
2254.12, 15.0556, -1.5708, 46751.3
2254.22, 15.0549, -1.5708, 46749.8
2254.32, 15.0541, -1.5708, 46748.3
2254.42, 15.0534, -1.5708, 46746.7
2254.52, 15.0526, -1.5708, 46745.2
2254.62, 15.0519, -1.5708, 46743.7
2254.72, 15.0511, -1.5708, 46742.2
2254.82, 15.0504, -1.5708, 46740.7
2254.92, 15.0497, -1.5708, 46739.2
2255.02, 15.0489, -1.5708, 46737.7
2255.12, 15.0482, -1.5708, 46736.2
2255.22, 15.0474, -1.5708, 46734.7
2255.32, 15.0467, -1.5708, 46733.2
2255.42, 15.0459, -1.5708, 46731.7
2255.52, 15.0452, -1.5708, 46730.2
2255.62, 15.0445, -1.5708, 46728.7
2255.72, 15.0437, -1.5708, 46727.2
2255.82, 15.043, -1.5708, 46725.7
2255.92, 15.0422, -1.5708, 46724.2
2256.02, 15.0415, -1.5708, 46722.7
2256.12, 15.0407, -1.5708, 46721.2
2256.22, 15.04, -1.5708, 46719.7
2256.32, 15.0392, -1.5708, 46718.2
2256.42, 15.0385, -1.5708, 46716.7
2256.52, 15.0378, -1.5708, 46715.2
2256.62, 15.037, -1.5708, 46713.6
2256.72, 15.0363, -1.5708, 46712.1
2256.82, 15.0355, -1.5708, 46710.6
2256.92, 15.0348, -1.5708, 46709.1
2257.02, 15.0341, -1.5708, 46707.6
2257.12, 15.0333, -1.5708, 46706.1
2257.22, 15.0326, -1.5708, 46704.6
2257.32, 15.0318, -1.5708, 46703.1
2257.42, 15.0311, -1.5708, 46701.6
2257.52, 15.0303, -1.5708, 46700.1
2257.62, 15.0296, -1.5708, 46698.6
2257.72, 15.0289, -1.5708, 46697.1
2257.82, 15.0281, -1.5708, 46695.6
2257.92, 15.0274, -1.5708, 46694.1
2258.02, 15.0266, -1.5708, 46692.6
2258.12, 15.0259, -1.5708, 46691.1
2258.22, 15.0252, -1.5708, 46689.6
2258.32, 15.0244, -1.5708, 46688.1
2258.42, 15.0237, -1.5708, 46686.6
2258.52, 15.0229, -1.5708, 46685.1
2258.62, 15.0222, -1.5708, 46683.6
2258.72, 15.0214, -1.5708, 46682.1
2258.82, 15.0207, -1.5708, 46680.6
2258.92, 15.02, -1.5708, 46679.1
2259.02, 15.0192, -1.5708, 46677.6
2259.12, 15.0185, -1.5708, 46676.1
2259.22, 15.0177, -1.5708, 46674.6
2259.32, 15.017, -1.5708, 46673.1
2259.42, 15.0163, -1.5708, 46671.6
2259.52, 15.0155, -1.5708, 46670.1
2259.62, 15.0148, -1.5708, 46668.6
2259.72, 15.014, -1.5708, 46667.1
2259.82, 15.0133, -1.5708, 46665.6
2259.92, 15.0126, -1.5708, 46664.1
2260.02, 15.0118, -1.5708, 46662.6
2260.12, 15.0111, -1.5708, 46661.1
2260.22, 15.0103, -1.5708, 46659.6
2260.32, 15.0096, -1.5708, 46658.1
2260.42, 15.0089, -1.5708, 46656.6
2260.52, 15.0081, -1.5708, 46655.1
2260.62, 15.0074, -1.5708, 46653.6
2260.72, 15.0066, -1.5708, 46652.1
2260.82, 15.0059, -1.5708, 46650.6
2260.92, 15.0052, -1.5708, 46649.1
2261.02, 15.0044, -1.5708, 46647.6
2261.12, 15.0037, -1.5708, 46646.1
2261.22, 15.0029, -1.5708, 46644.6
2261.32, 15.0022, -1.5708, 46643.1
2261.42, 15.0015, -1.5708, 46641.6
2261.52, 15.0007, -1.5708, 46640.1
2261.62, 15, -1.5708, 46638.6
2261.72, 14.9993, -1.5708, 46637.1
2261.82, 14.9985, -1.5708, 46635.6
2261.92, 14.9978, -1.5708, 46634.1
2262.02, 14.997, -1.5708, 46632.6
2262.12, 14.9963, -1.5708, 46631.1
2262.22, 14.9956, -1.5708, 46629.6
2262.32, 14.9948, -1.5708, 46628.1
2262.42, 14.9941, -1.5708, 46626.6
2262.52, 14.9933, -1.5708, 46625.1
2262.62, 14.9926, -1.5708, 46623.6
2262.72, 14.9919, -1.5708, 46622.1
2262.82, 14.9911, -1.5708, 46620.6
2262.92, 14.9904, -1.5708, 46619.1
2263.02, 14.9897, -1.5708, 46617.6
2263.12, 14.9889, -1.5708, 46616.1
2263.22, 14.9882, -1.5708, 46614.6
2263.32, 14.9874, -1.5708, 46613.1
2263.42, 14.9867, -1.5708, 46611.6
2263.52, 14.986, -1.5708, 46610.1
2263.62, 14.9852, -1.5708, 46608.6
2263.72, 14.9845, -1.5708, 46607.1
2263.82, 14.9838, -1.5708, 46605.6
2263.92, 14.983, -1.5708, 46604.1
2264.02, 14.9823, -1.5708, 46602.6
2264.12, 14.9815, -1.5708, 46601.1
2264.22, 14.9808, -1.5708, 46599.6
2264.32, 14.9801, -1.5708, 46598.1
2264.42, 14.9793, -1.5708, 46596.6
2264.52, 14.9786, -1.5708, 46595.1
2264.62, 14.9779, -1.5708, 46593.6
2264.72, 14.9771, -1.5708, 46592.1
2264.82, 14.9764, -1.5708, 46590.6
2264.92, 14.9756, -1.5708, 46589.1
2265.02, 14.9749, -1.5708, 46587.6
2265.12, 14.9742, -1.5708, 46586.1
2265.22, 14.9734, -1.5708, 46584.6
2265.32, 14.9727, -1.5708, 46583.1
2265.42, 14.972, -1.5708, 46581.6
2265.52, 14.9712, -1.5708, 46580.1
2265.62, 14.9705, -1.5708, 46578.6
2265.72, 14.9698, -1.5708, 46577.1
2265.82, 14.969, -1.5708, 46575.6
2265.92, 14.9683, -1.5708, 46574.1
2266.02, 14.9676, -1.5708, 46572.6
2266.12, 14.9668, -1.5708, 46571.1
2266.22, 14.9661, -1.5708, 46569.6
2266.32, 14.9653, -1.5708, 46568.1
2266.42, 14.9646, -1.5708, 46566.6
2266.52, 14.9639, -1.5708, 46565.1
2266.62, 14.9631, -1.5708, 46563.6
2266.72, 14.9624, -1.5708, 46562.2
2266.82, 14.9617, -1.5708, 46560.7
2266.92, 14.9609, -1.5708, 46559.2
2267.02, 14.9602, -1.5708, 46557.7
2267.12, 14.9595, -1.5708, 46556.2
2267.22, 14.9587, -1.5708, 46554.7
2267.32, 14.958, -1.5708, 46553.2
2267.42, 14.9573, -1.5708, 46551.7
2267.52, 14.9565, -1.5708, 46550.2
2267.62, 14.9558, -1.5708, 46548.7
2267.72, 14.9551, -1.5708, 46547.2
2267.82, 14.9543, -1.5708, 46545.7
2267.92, 14.9536, -1.5708, 46544.2
2268.02, 14.9529, -1.5708, 46542.7
2268.12, 14.9521, -1.5708, 46541.2
2268.22, 14.9514, -1.5708, 46539.7
2268.32, 14.9507, -1.5708, 46538.2
2268.42, 14.9499, -1.5708, 46536.7
2268.52, 14.9492, -1.5708, 46535.2
2268.62, 14.9485, -1.5708, 46533.7
2268.72, 14.9477, -1.5708, 46532.2
2268.82, 14.947, -1.5708, 46530.7
2268.92, 14.9463, -1.5708, 46529.3
2269.02, 14.9455, -1.5708, 46527.8
2269.12, 14.9448, -1.5708, 46526.3
2269.22, 14.9441, -1.5708, 46524.8
2269.32, 14.9433, -1.5708, 46523.3
2269.42, 14.9426, -1.5708, 46521.8
2269.52, 14.9419, -1.5708, 46520.3
2269.62, 14.9411, -1.5708, 46518.8
2269.72, 14.9404, -1.5708, 46517.3
2269.82, 14.9397, -1.5708, 46515.8
2269.92, 14.9389, -1.5708, 46514.3
2270.02, 14.9382, -1.5708, 46512.8
2270.12, 14.9375, -1.5708, 46511.3
2270.22, 14.9367, -1.5708, 46509.8
2270.32, 14.936, -1.5708, 46508.3
2270.42, 14.9353, -1.5708, 46506.8
2270.52, 14.9345, -1.5708, 46505.3
2270.62, 14.9338, -1.5708, 46503.9
2270.72, 14.9331, -1.5708, 46502.4
2270.82, 14.9323, -1.5708, 46500.9
2270.92, 14.9316, -1.5708, 46499.4
2271.02, 14.9309, -1.5708, 46497.9
2271.12, 14.9301, -1.5708, 46496.4
2271.22, 14.9294, -1.5708, 46494.9
2271.32, 14.9287, -1.5708, 46493.4
2271.42, 14.9279, -1.5708, 46491.9
2271.52, 14.9272, -1.5708, 46490.4
2271.62, 14.9265, -1.5708, 46488.9
2271.72, 14.9257, -1.5708, 46487.4
2271.82, 14.925, -1.5708, 46485.9
2271.92, 14.9243, -1.5708, 46484.4
2272.02, 14.9235, -1.5708, 46483
2272.12, 14.9228, -1.5708, 46481.5
2272.22, 14.9221, -1.5708, 46480
2272.32, 14.9214, -1.5708, 46478.5
2272.42, 14.9206, -1.5708, 46477
2272.52, 14.9199, -1.5708, 46475.5
2272.62, 14.9192, -1.5708, 46474
2272.72, 14.9184, -1.5708, 46472.5
2272.82, 14.9177, -1.5708, 46471
2272.92, 14.917, -1.5708, 46469.5
2273.02, 14.9162, -1.5708, 46468
2273.12, 14.9155, -1.5708, 46466.5
2273.22, 14.9148, -1.5708, 46465.1
2273.32, 14.914, -1.5708, 46463.6
2273.42, 14.9133, -1.5708, 46462.1
2273.52, 14.9126, -1.5708, 46460.6
2273.62, 14.9119, -1.5708, 46459.1
2273.72, 14.9111, -1.5708, 46457.6
2273.82, 14.9104, -1.5708, 46456.1
2273.92, 14.9097, -1.5708, 46454.6
2274.02, 14.9089, -1.5708, 46453.1
2274.12, 14.9082, -1.5708, 46451.6
2274.22, 14.9075, -1.5708, 46450.1
2274.32, 14.9067, -1.5708, 46448.6
2274.42, 14.906, -1.5708, 46447.2
2274.52, 14.9053, -1.5708, 46445.7
2274.62, 14.9046, -1.5708, 46444.2
2274.72, 14.9038, -1.5708, 46442.7
2274.82, 14.9031, -1.5708, 46441.2
2274.92, 14.9024, -1.5708, 46439.7
2275.02, 14.9016, -1.5708, 46438.2
2275.12, 14.9009, -1.5708, 46436.7
2275.22, 14.9002, -1.5708, 46435.2
2275.32, 14.8995, -1.5708, 46433.7
2275.42, 14.8987, -1.5708, 46432.3
2275.52, 14.898, -1.5708, 46430.8
2275.62, 14.8973, -1.5708, 46429.3
2275.72, 14.8965, -1.5708, 46427.8
2275.82, 14.8958, -1.5708, 46426.3
2275.92, 14.8951, -1.5708, 46424.8
2276.02, 14.8944, -1.5708, 46423.3
2276.12, 14.8936, -1.5708, 46421.8
2276.22, 14.8929, -1.5708, 46420.3
2276.32, 14.8922, -1.5708, 46418.8
2276.42, 14.8914, -1.5708, 46417.4
2276.52, 14.8907, -1.5708, 46415.9
2276.62, 14.89, -1.5708, 46414.4
2276.72, 14.8893, -1.5708, 46412.9
2276.82, 14.8885, -1.5708, 46411.4
2276.92, 14.8878, -1.5708, 46409.9
2277.02, 14.8871, -1.5708, 46408.4
2277.12, 14.8863, -1.5708, 46406.9
2277.22, 14.8856, -1.5708, 46405.4
2277.32, 14.8849, -1.5708, 46404
2277.42, 14.8842, -1.5708, 46402.5
2277.52, 14.8834, -1.5708, 46401
2277.62, 14.8827, -1.5708, 46399.5
2277.72, 14.882, -1.5708, 46398
2277.82, 14.8813, -1.5708, 46396.5
2277.92, 14.8805, -1.5708, 46395
2278.02, 14.8798, -1.5708, 46393.5
2278.12, 14.8791, -1.5708, 46392.1
2278.22, 14.8784, -1.5708, 46390.6
2278.32, 14.8776, -1.5708, 46389.1
2278.42, 14.8769, -1.5708, 46387.6
2278.52, 14.8762, -1.5708, 46386.1
2278.62, 14.8754, -1.5708, 46384.6
2278.72, 14.8747, -1.5708, 46383.1
2278.82, 14.874, -1.5708, 46381.6
2278.92, 14.8733, -1.5708, 46380.2
2279.02, 14.8725, -1.5708, 46378.7
2279.12, 14.8718, -1.5708, 46377.2
2279.22, 14.8711, -1.5708, 46375.7
2279.32, 14.8704, -1.5708, 46374.2
2279.42, 14.8696, -1.5708, 46372.7
2279.52, 14.8689, -1.5708, 46371.2
2279.62, 14.8682, -1.5708, 46369.7
2279.72, 14.8675, -1.5708, 46368.3
2279.82, 14.8667, -1.5708, 46366.8
2279.92, 14.866, -1.5708, 46365.3
2280.02, 14.8653, -1.5708, 46363.8
2280.12, 14.8646, -1.5708, 46362.3
2280.22, 14.8638, -1.5708, 46360.8
2280.32, 14.8631, -1.5708, 46359.3
2280.42, 14.8624, -1.5708, 46357.9
2280.52, 14.8617, -1.5708, 46356.4
2280.62, 14.8609, -1.5708, 46354.9
2280.72, 14.8602, -1.5708, 46353.4
2280.82, 14.8595, -1.5708, 46351.9
2280.92, 14.8588, -1.5708, 46350.4
2281.02, 14.858, -1.5708, 46348.9
2281.12, 14.8573, -1.5708, 46347.5
2281.22, 14.8566, -1.5708, 46346
2281.32, 14.8559, -1.5708, 46344.5
2281.42, 14.8551, -1.5708, 46343
2281.52, 14.8544, -1.5708, 46341.5
2281.62, 14.8537, -1.5708, 46340
2281.72, 14.853, -1.5708, 46338.5
2281.82, 14.8522, -1.5708, 46337.1
2281.92, 14.8515, -1.5708, 46335.6
2282.02, 14.8508, -1.5708, 46334.1
2282.12, 14.8501, -1.5708, 46332.6
2282.22, 14.8493, -1.5708, 46331.1
2282.32, 14.8486, -1.5708, 46329.6
2282.42, 14.8479, -1.5708, 46328.1
2282.52, 14.8472, -1.5708, 46326.7
2282.62, 14.8464, -1.5708, 46325.2
2282.72, 14.8457, -1.5708, 46323.7
2282.82, 14.845, -1.5708, 46322.2
2282.92, 14.8443, -1.5708, 46320.7
2283.02, 14.8435, -1.5708, 46319.2
2283.12, 14.8428, -1.5708, 46317.8
2283.22, 14.8421, -1.5708, 46316.3
2283.32, 14.8414, -1.5708, 46314.8
2283.42, 14.8407, -1.5708, 46313.3
2283.52, 14.8399, -1.5708, 46311.8
2283.62, 14.8392, -1.5708, 46310.3
2283.72, 14.8385, -1.5708, 46308.8
2283.82, 14.8378, -1.5708, 46307.4
2283.92, 14.837, -1.5708, 46305.9
2284.02, 14.8363, -1.5708, 46304.4
2284.12, 14.8356, -1.5708, 46302.9
2284.22, 14.8349, -1.5708, 46301.4
2284.32, 14.8341, -1.5708, 46299.9
2284.42, 14.8334, -1.5708, 46298.5
2284.52, 14.8327, -1.5708, 46297
2284.62, 14.832, -1.5708, 46295.5
2284.72, 14.8313, -1.5708, 46294
2284.82, 14.8305, -1.5708, 46292.5
2284.92, 14.8298, -1.5708, 46291
2285.02, 14.8291, -1.5708, 46289.6
2285.12, 14.8284, -1.5708, 46288.1
2285.22, 14.8276, -1.5708, 46286.6
2285.32, 14.8269, -1.5708, 46285.1
2285.42, 14.8262, -1.5708, 46283.6
2285.52, 14.8255, -1.5708, 46282.1
2285.62, 14.8248, -1.5708, 46280.7
2285.72, 14.824, -1.5708, 46279.2
2285.82, 14.8233, -1.5708, 46277.7
2285.92, 14.8226, -1.5708, 46276.2
2286.02, 14.8219, -1.5708, 46274.7
2286.12, 14.8212, -1.5708, 46273.3
2286.22, 14.8204, -1.5708, 46271.8
2286.32, 14.8197, -1.5708, 46270.3
2286.42, 14.819, -1.5708, 46268.8
2286.52, 14.8183, -1.5708, 46267.3
2286.62, 14.8176, -1.5708, 46265.8
2286.72, 14.8168, -1.5708, 46264.4
2286.82, 14.8161, -1.5708, 46262.9
2286.92, 14.8154, -1.5708, 46261.4
2287.02, 14.8147, -1.5708, 46259.9
2287.12, 14.8139, -1.5708, 46258.4
2287.22, 14.8132, -1.5708, 46257
2287.32, 14.8125, -1.5708, 46255.5
2287.42, 14.8118, -1.5708, 46254
2287.52, 14.8111, -1.5708, 46252.5
2287.62, 14.8103, -1.5708, 46251
2287.72, 14.8096, -1.5708, 46249.6
2287.82, 14.8089, -1.5708, 46248.1
2287.92, 14.8082, -1.5708, 46246.6
2288.02, 14.8075, -1.5708, 46245.1
2288.12, 14.8067, -1.5708, 46243.6
2288.22, 14.806, -1.5708, 46242.1
2288.32, 14.8053, -1.5708, 46240.7
2288.42, 14.8046, -1.5708, 46239.2
2288.52, 14.8039, -1.5708, 46237.7
2288.62, 14.8031, -1.5708, 46236.2
2288.72, 14.8024, -1.5708, 46234.7
2288.82, 14.8017, -1.5708, 46233.3
2288.92, 14.801, -1.5708, 46231.8
2289.02, 14.8003, -1.5708, 46230.3
2289.12, 14.7996, -1.5708, 46228.8
2289.22, 14.7988, -1.5708, 46227.3
2289.32, 14.7981, -1.5708, 46225.9
2289.42, 14.7974, -1.5708, 46224.4
2289.52, 14.7967, -1.5708, 46222.9
2289.62, 14.796, -1.5708, 46221.4
2289.72, 14.7952, -1.5708, 46219.9
2289.82, 14.7945, -1.5708, 46218.5
2289.92, 14.7938, -1.5708, 46217
2290.02, 14.7931, -1.5708, 46215.5
2290.12, 14.7924, -1.5708, 46214
2290.22, 14.7916, -1.5708, 46212.5
2290.32, 14.7909, -1.5708, 46211.1
2290.42, 14.7902, -1.5708, 46209.6
2290.52, 14.7895, -1.5708, 46208.1
2290.62, 14.7888, -1.5708, 46206.6
2290.72, 14.7881, -1.5708, 46205.2
2290.82, 14.7873, -1.5708, 46203.7
2290.92, 14.7866, -1.5708, 46202.2
2291.02, 14.7859, -1.5708, 46200.7
2291.12, 14.7852, -1.5708, 46199.2
2291.22, 14.7845, -1.5708, 46197.8
2291.32, 14.7837, -1.5708, 46196.3
2291.42, 14.783, -1.5708, 46194.8
2291.52, 14.7823, -1.5708, 46193.3
2291.62, 14.7816, -1.5708, 46191.8
