t, v, gamma, h
2857.92, 11.6898, -1.5708, 38790.9
2858.02, 11.6895, -1.5708, 38789.7
2858.12, 11.6891, -1.5708, 38788.6
2858.22, 11.6888, -1.5708, 38787.4
2858.32, 11.6884, -1.5708, 38786.2
2858.42, 11.6881, -1.5708, 38785.1
2858.52, 11.6877, -1.5708, 38783.9
2858.62, 11.6874, -1.5708, 38782.7
2858.72, 11.687, -1.5708, 38781.5
2858.82, 11.6867, -1.5708, 38780.4
2858.92, 11.6863, -1.5708, 38779.2
2859.02, 11.686, -1.5708, 38778
2859.12, 11.6856, -1.5708, 38776.9
2859.22, 11.6853, -1.5708, 38775.7
2859.32, 11.6849, -1.5708, 38774.5
2859.42, 11.6845, -1.5708, 38773.4
2859.52, 11.6842, -1.5708, 38772.2
2859.62, 11.6838, -1.5708, 38771
2859.72, 11.6835, -1.5708, 38769.9
2859.82, 11.6831, -1.5708, 38768.7
2859.92, 11.6828, -1.5708, 38767.5
2860.02, 11.6824, -1.5708, 38766.4
2860.12, 11.6821, -1.5708, 38765.2
2860.22, 11.6817, -1.5708, 38764
2860.32, 11.6814, -1.5708, 38762.9
2860.42, 11.681, -1.5708, 38761.7
2860.52, 11.6807, -1.5708, 38760.5
2860.62, 11.6803, -1.5708, 38759.3
2860.72, 11.68, -1.5708, 38758.2
2860.82, 11.6796, -1.5708, 38757
2860.92, 11.6793, -1.5708, 38755.8
2861.02, 11.6789, -1.5708, 38754.7
2861.12, 11.6786, -1.5708, 38753.5
2861.22, 11.6782, -1.5708, 38752.3
2861.32, 11.6779, -1.5708, 38751.2
2861.42, 11.6775, -1.5708, 38750
2861.52, 11.6772, -1.5708, 38748.8
2861.62, 11.6768, -1.5708, 38747.7
2861.72, 11.6764, -1.5708, 38746.5
2861.82, 11.6761, -1.5708, 38745.3
2861.92, 11.6757, -1.5708, 38744.2
2862.02, 11.6754, -1.5708, 38743
2862.12, 11.675, -1.5708, 38741.8
2862.22, 11.6747, -1.5708, 38740.7
2862.32, 11.6743, -1.5708, 38739.5
2862.42, 11.674, -1.5708, 38738.3
2862.52, 11.6736, -1.5708, 38737.2
2862.62, 11.6733, -1.5708, 38736
2862.72, 11.6729, -1.5708, 38734.8
2862.82, 11.6726, -1.5708, 38733.7
2862.92, 11.6722, -1.5708, 38732.5
2863.02, 11.6719, -1.5708, 38731.3
2863.12, 11.6715, -1.5708, 38730.2
2863.22, 11.6712, -1.5708, 38729
2863.32, 11.6708, -1.5708, 38727.8
2863.42, 11.6705, -1.5708, 38726.7
2863.52, 11.6701, -1.5708, 38725.5
2863.62, 11.6698, -1.5708, 38724.3
2863.72, 11.6694, -1.5708, 38723.2
2863.82, 11.6691, -1.5708, 38722
2863.92, 11.6687, -1.5708, 38720.8
2864.02, 11.6684, -1.5708, 38719.7
2864.12, 11.668, -1.5708, 38718.5
2864.22, 11.6677, -1.5708, 38717.3
2864.32, 11.6673, -1.5708, 38716.2
2864.42, 11.667, -1.5708, 38715
2864.52, 11.6666, -1.5708, 38713.8
2864.62, 11.6663, -1.5708, 38712.7
2864.72, 11.6659, -1.5708, 38711.5
2864.82, 11.6656, -1.5708, 38710.3
2864.92, 11.6652, -1.5708, 38709.2
2865.02, 11.6648, -1.5708, 38708
2865.12, 11.6645, -1.5708, 38706.8
2865.22, 11.6641, -1.5708, 38705.7
2865.32, 11.6638, -1.5708, 38704.5
2865.42, 11.6634, -1.5708, 38703.3
2865.52, 11.6631, -1.5708, 38702.2
2865.62, 11.6627, -1.5708, 38701
2865.72, 11.6624, -1.5708, 38699.8
2865.82, 11.662, -1.5708, 38698.7
2865.92, 11.6617, -1.5708, 38697.5
2866.02, 11.6613, -1.5708, 38696.3
2866.12, 11.661, -1.5708, 38695.2
2866.22, 11.6606, -1.5708, 38694
2866.32, 11.6603, -1.5708, 38692.8
2866.42, 11.6599, -1.5708, 38691.7
2866.52, 11.6596, -1.5708, 38690.5
2866.62, 11.6592, -1.5708, 38689.3
2866.72, 11.6589, -1.5708, 38688.2
2866.82, 11.6585, -1.5708, 38687
2866.92, 11.6582, -1.5708, 38685.8
2867.02, 11.6578, -1.5708, 38684.7
2867.12, 11.6575, -1.5708, 38683.5
2867.22, 11.6571, -1.5708, 38682.3
2867.32, 11.6568, -1.5708, 38681.2
2867.42, 11.6564, -1.5708, 38680
2867.52, 11.6561, -1.5708, 38678.8
2867.62, 11.6557, -1.5708, 38677.7
2867.72, 11.6554, -1.5708, 38676.5
2867.82, 11.655, -1.5708, 38675.3
2867.92, 11.6547, -1.5708, 38674.2
2868.02, 11.6543, -1.5708, 38673
2868.12, 11.654, -1.5708, 38671.8
2868.22, 11.6536, -1.5708, 38670.7
2868.32, 11.6533, -1.5708, 38669.5
2868.42, 11.6529, -1.5708, 38668.3
2868.52, 11.6526, -1.5708, 38667.2
2868.62, 11.6522, -1.5708, 38666
2868.72, 11.6519, -1.5708, 38664.9
2868.82, 11.6515, -1.5708, 38663.7
2868.92, 11.6512, -1.5708, 38662.5
2869.02, 11.6508, -1.5708, 38661.4
2869.12, 11.6505, -1.5708, 38660.2
2869.22, 11.6501, -1.5708, 38659
2869.32, 11.6498, -1.5708, 38657.9
2869.42, 11.6494, -1.5708, 38656.7
2869.52, 11.6491, -1.5708, 38655.5
2869.62, 11.6487, -1.5708, 38654.4
2869.72, 11.6484, -1.5708, 38653.2
2869.82, 11.648, -1.5708, 38652
2869.92, 11.6477, -1.5708, 38650.9
2870.02, 11.6473, -1.5708, 38649.7
2870.12, 11.647, -1.5708, 38648.5
2870.22, 11.6466, -1.5708, 38647.4
2870.32, 11.6463, -1.5708, 38646.2
2870.42, 11.6459, -1.5708, 38645
2870.52, 11.6456, -1.5708, 38643.9
2870.62, 11.6452, -1.5708, 38642.7
2870.72, 11.6449, -1.5708, 38641.6
2870.82, 11.6445, -1.5708, 38640.4
2870.92, 11.6442, -1.5708, 38639.2
2871.02, 11.6438, -1.5708, 38638.1
2871.12, 11.6435, -1.5708, 38636.9
2871.22, 11.6431, -1.5708, 38635.7
2871.32, 11.6428, -1.5708, 38634.6
2871.42, 11.6424, -1.5708, 38633.4
2871.52, 11.6421, -1.5708, 38632.2
2871.62, 11.6417, -1.5708, 38631.1
2871.72, 11.6414, -1.5708, 38629.9
2871.82, 11.641, -1.5708, 38628.7
2871.92, 11.6407, -1.5708, 38627.6
2872.02, 11.6403, -1.5708, 38626.4
2872.12, 11.64, -1.5708, 38625.3
2872.22, 11.6396, -1.5708, 38624.1
2872.32, 11.6393, -1.5708, 38622.9
2872.42, 11.6389, -1.5708, 38621.8
2872.52, 11.6386, -1.5708, 38620.6
2872.62, 11.6382, -1.5708, 38619.4
2872.72, 11.6379, -1.5708, 38618.3
2872.82, 11.6375, -1.5708, 38617.1
2872.92, 11.6372, -1.5708, 38615.9
2873.02, 11.6368, -1.5708, 38614.8
2873.12, 11.6365, -1.5708, 38613.6
2873.22, 11.6361, -1.5708, 38612.5
2873.32, 11.6358, -1.5708, 38611.3
2873.42, 11.6354, -1.5708, 38610.1
2873.52, 11.6351, -1.5708, 38609
2873.62, 11.6347, -1.5708, 38607.8
2873.72, 11.6344, -1.5708, 38606.6
2873.82, 11.634, -1.5708, 38605.5
2873.92, 11.6337, -1.5708, 38604.3
2874.02, 11.6333, -1.5708, 38603.1
2874.12, 11.633, -1.5708, 38602
2874.22, 11.6326, -1.5708, 38600.8
2874.32, 11.6323, -1.5708, 38599.7
2874.42, 11.6319, -1.5708, 38598.5
2874.52, 11.6316, -1.5708, 38597.3
2874.62, 11.6312, -1.5708, 38596.2
2874.72, 11.6309, -1.5708, 38595
2874.82, 11.6305, -1.5708, 38593.8
2874.92, 11.6302, -1.5708, 38592.7
2875.02, 11.6298, -1.5708, 38591.5
2875.12, 11.6295, -1.5708, 38590.4
2875.22, 11.6291, -1.5708, 38589.2
2875.32, 11.6288, -1.5708, 38588
2875.42, 11.6284, -1.5708, 38586.9
2875.52, 11.6281, -1.5708, 38585.7
2875.62, 11.6277, -1.5708, 38584.5
2875.72, 11.6274, -1.5708, 38583.4
2875.82, 11.627, -1.5708, 38582.2
2875.92, 11.6267, -1.5708, 38581
2876.02, 11.6263, -1.5708, 38579.9
2876.12, 11.626, -1.5708, 38578.7
2876.22, 11.6256, -1.5708, 38577.6
2876.32, 11.6253, -1.5708, 38576.4
2876.42, 11.625, -1.5708, 38575.2
2876.52, 11.6246, -1.5708, 38574.1
2876.62, 11.6243, -1.5708, 38572.9
2876.72, 11.6239, -1.5708, 38571.7
2876.82, 11.6236, -1.5708, 38570.6
2876.92, 11.6232, -1.5708, 38569.4
2877.02, 11.6229, -1.5708, 38568.3
2877.12, 11.6225, -1.5708, 38567.1
2877.22, 11.6222, -1.5708, 38565.9
2877.32, 11.6218, -1.5708, 38564.8
2877.42, 11.6215, -1.5708, 38563.6
2877.52, 11.6211, -1.5708, 38562.5
2877.62, 11.6208, -1.5708, 38561.3
2877.72, 11.6204, -1.5708, 38560.1
2877.82, 11.6201, -1.5708, 38559
2877.92, 11.6197, -1.5708, 38557.8
2878.02, 11.6194, -1.5708, 38556.6
2878.12, 11.619, -1.5708, 38555.5
2878.22, 11.6187, -1.5708, 38554.3
2878.32, 11.6183, -1.5708, 38553.2
2878.42, 11.618, -1.5708, 38552
2878.52, 11.6176, -1.5708, 38550.8
2878.62, 11.6173, -1.5708, 38549.7
2878.72, 11.6169, -1.5708, 38548.5
2878.82, 11.6166, -1.5708, 38547.3
2878.92, 11.6162, -1.5708, 38546.2
2879.02, 11.6159, -1.5708, 38545
2879.12, 11.6155, -1.5708, 38543.9
2879.22, 11.6152, -1.5708, 38542.7
2879.32, 11.6148, -1.5708, 38541.5
2879.42, 11.6145, -1.5708, 38540.4
2879.52, 11.6142, -1.5708, 38539.2
2879.62, 11.6138, -1.5708, 38538.1
2879.72, 11.6135, -1.5708, 38536.9
2879.82, 11.6131, -1.5708, 38535.7
2879.92, 11.6128, -1.5708, 38534.6
2880.02, 11.6124, -1.5708, 38533.4
2880.12, 11.6121, -1.5708, 38532.2
2880.22, 11.6117, -1.5708, 38531.1
2880.32, 11.6114, -1.5708, 38529.9
2880.42, 11.611, -1.5708, 38528.8
2880.52, 11.6107, -1.5708, 38527.6
2880.62, 11.6103, -1.5708, 38526.4
2880.72, 11.61, -1.5708, 38525.3
2880.82, 11.6096, -1.5708, 38524.1
2880.92, 11.6093, -1.5708, 38523
2881.02, 11.6089, -1.5708, 38521.8
2881.12, 11.6086, -1.5708, 38520.6
2881.22, 11.6082, -1.5708, 38519.5
2881.32, 11.6079, -1.5708, 38518.3
2881.42, 11.6075, -1.5708, 38517.2
2881.52, 11.6072, -1.5708, 38516
2881.62, 11.6068, -1.5708, 38514.8
2881.72, 11.6065, -1.5708, 38513.7
2881.82, 11.6061, -1.5708, 38512.5
2881.92, 11.6058, -1.5708, 38511.4
2882.02, 11.6055, -1.5708, 38510.2
2882.12, 11.6051, -1.5708, 38509
2882.22, 11.6048, -1.5708, 38507.9
2882.32, 11.6044, -1.5708, 38506.7
2882.42, 11.6041, -1.5708, 38505.5
2882.52, 11.6037, -1.5708, 38504.4
2882.62, 11.6034, -1.5708, 38503.2
2882.72, 11.603, -1.5708, 38502.1
2882.82, 11.6027, -1.5708, 38500.9
2882.92, 11.6023, -1.5708, 38499.7
2883.02, 11.602, -1.5708, 38498.6
2883.12, 11.6016, -1.5708, 38497.4
2883.22, 11.6013, -1.5708, 38496.3
2883.32, 11.6009, -1.5708, 38495.1
2883.42, 11.6006, -1.5708, 38493.9
2883.52, 11.6002, -1.5708, 38492.8
2883.62, 11.5999, -1.5708, 38491.6
2883.72, 11.5995, -1.5708, 38490.5
2883.82, 11.5992, -1.5708, 38489.3
2883.92, 11.5989, -1.5708, 38488.1
2884.02, 11.5985, -1.5708, 38487
2884.12, 11.5982, -1.5708, 38485.8
2884.22, 11.5978, -1.5708, 38484.7
2884.32, 11.5975, -1.5708, 38483.5
2884.42, 11.5971, -1.5708, 38482.3
2884.52, 11.5968, -1.5708, 38481.2
2884.62, 11.5964, -1.5708, 38480
2884.72, 11.5961, -1.5708, 38478.9
2884.82, 11.5957, -1.5708, 38477.7
2884.92, 11.5954, -1.5708, 38476.5
2885.02, 11.595, -1.5708, 38475.4
2885.12, 11.5947, -1.5708, 38474.2
2885.22, 11.5943, -1.5708, 38473.1
2885.32, 11.594, -1.5708, 38471.9
2885.42, 11.5936, -1.5708, 38470.8
2885.52, 11.5933, -1.5708, 38469.6
2885.62, 11.593, -1.5708, 38468.4
2885.72, 11.5926, -1.5708, 38467.3
2885.82, 11.5923, -1.5708, 38466.1
2885.92, 11.5919, -1.5708, 38465
2886.02, 11.5916, -1.5708, 38463.8
2886.12, 11.5912, -1.5708, 38462.6
2886.22, 11.5909, -1.5708, 38461.5
2886.32, 11.5905, -1.5708, 38460.3
2886.42, 11.5902, -1.5708, 38459.2
2886.52, 11.5898, -1.5708, 38458
2886.62, 11.5895, -1.5708, 38456.8
2886.72, 11.5891, -1.5708, 38455.7
2886.82, 11.5888, -1.5708, 38454.5
2886.92, 11.5884, -1.5708, 38453.4
2887.02, 11.5881, -1.5708, 38452.2
2887.12, 11.5878, -1.5708, 38451
2887.22, 11.5874, -1.5708, 38449.9
2887.32, 11.5871, -1.5708, 38448.7
2887.42, 11.5867, -1.5708, 38447.6
2887.52, 11.5864, -1.5708, 38446.4
2887.62, 11.586, -1.5708, 38445.3
2887.72, 11.5857, -1.5708, 38444.1
2887.82, 11.5853, -1.5708, 38442.9
2887.92, 11.585, -1.5708, 38441.8
2888.02, 11.5846, -1.5708, 38440.6
2888.12, 11.5843, -1.5708, 38439.5
2888.22, 11.5839, -1.5708, 38438.3
2888.32, 11.5836, -1.5708, 38437.1
2888.42, 11.5833, -1.5708, 38436
2888.52, 11.5829, -1.5708, 38434.8
2888.62, 11.5826, -1.5708, 38433.7
2888.72, 11.5822, -1.5708, 38432.5
2888.82, 11.5819, -1.5708, 38431.4
2888.92, 11.5815, -1.5708, 38430.2
2889.02, 11.5812, -1.5708, 38429
2889.12, 11.5808, -1.5708, 38427.9
2889.22, 11.5805, -1.5708, 38426.7
2889.32, 11.5801, -1.5708, 38425.6
2889.42, 11.5798, -1.5708, 38424.4
2889.52, 11.5794, -1.5708, 38423.2
2889.62, 11.5791, -1.5708, 38422.1
2889.72, 11.5788, -1.5708, 38420.9
2889.82, 11.5784, -1.5708, 38419.8
2889.92, 11.5781, -1.5708, 38418.6
2890.02, 11.5777, -1.5708, 38417.5
2890.12, 11.5774, -1.5708, 38416.3
2890.22, 11.577, -1.5708, 38415.1
2890.32, 11.5767, -1.5708, 38414
2890.42, 11.5763, -1.5708, 38412.8
2890.52, 11.576, -1.5708, 38411.7
2890.62, 11.5756, -1.5708, 38410.5
2890.72, 11.5753, -1.5708, 38409.4
2890.82, 11.5749, -1.5708, 38408.2
2890.92, 11.5746, -1.5708, 38407
2891.02, 11.5743, -1.5708, 38405.9
2891.12, 11.5739, -1.5708, 38404.7
2891.22, 11.5736, -1.5708, 38403.6
2891.32, 11.5732, -1.5708, 38402.4
2891.42, 11.5729, -1.5708, 38401.3
2891.52, 11.5725, -1.5708, 38400.1
2891.62, 11.5722, -1.5708, 38398.9
2891.72, 11.5718, -1.5708, 38397.8
2891.82, 11.5715, -1.5708, 38396.6
2891.92, 11.5711, -1.5708, 38395.5
2892.02, 11.5708, -1.5708, 38394.3
2892.12, 11.5705, -1.5708, 38393.2
2892.22, 11.5701, -1.5708, 38392
2892.32, 11.5698, -1.5708, 38390.8
2892.42, 11.5694, -1.5708, 38389.7
2892.52, 11.5691, -1.5708, 38388.5
2892.62, 11.5687, -1.5708, 38387.4
2892.72, 11.5684, -1.5708, 38386.2
2892.82, 11.568, -1.5708, 38385.1
2892.92, 11.5677, -1.5708, 38383.9
2893.02, 11.5673, -1.5708, 38382.7
2893.12, 11.567, -1.5708, 38381.6
2893.22, 11.5667, -1.5708, 38380.4
2893.32, 11.5663, -1.5708, 38379.3
2893.42, 11.566, -1.5708, 38378.1
2893.52, 11.5656, -1.5708, 38377
2893.62, 11.5653, -1.5708, 38375.8
2893.72, 11.5649, -1.5708, 38374.6
2893.82, 11.5646, -1.5708, 38373.5
2893.92, 11.5642, -1.5708, 38372.3
2894.02, 11.5639, -1.5708, 38371.2
2894.12, 11.5635, -1.5708, 38370
2894.22, 11.5632, -1.5708, 38368.9
2894.32, 11.5629, -1.5708, 38367.7
2894.42, 11.5625, -1.5708, 38366.5
2894.52, 11.5622, -1.5708, 38365.4
2894.62, 11.5618, -1.5708, 38364.2
2894.72, 11.5615, -1.5708, 38363.1
2894.82, 11.5611, -1.5708, 38361.9
2894.92, 11.5608, -1.5708, 38360.8
2895.02, 11.5604, -1.5708, 38359.6
2895.12, 11.5601, -1.5708, 38358.5
2895.22, 11.5598, -1.5708, 38357.3
2895.32, 11.5594, -1.5708, 38356.1
2895.42, 11.5591, -1.5708, 38355
2895.52, 11.5587, -1.5708, 38353.8
2895.62, 11.5584, -1.5708, 38352.7
2895.72, 11.558, -1.5708, 38351.5
2895.82, 11.5577, -1.5708, 38350.4
2895.92, 11.5573, -1.5708, 38349.2
2896.02, 11.557, -1.5708, 38348.1
2896.12, 11.5566, -1.5708, 38346.9
2896.22, 11.5563, -1.5708, 38345.7
2896.32, 11.556, -1.5708, 38344.6
2896.42, 11.5556, -1.5708, 38343.4
2896.52, 11.5553, -1.5708, 38342.3
2896.62, 11.5549, -1.5708, 38341.1
2896.72, 11.5546, -1.5708, 38340
2896.82, 11.5542, -1.5708, 38338.8
2896.92, 11.5539, -1.5708, 38337.7
2897.02, 11.5535, -1.5708, 38336.5
2897.12, 11.5532, -1.5708, 38335.3
2897.22, 11.5529, -1.5708, 38334.2
2897.32, 11.5525, -1.5708, 38333
2897.42, 11.5522, -1.5708, 38331.9
2897.52, 11.5518, -1.5708, 38330.7
2897.62, 11.5515, -1.5708, 38329.6
2897.72, 11.5511, -1.5708, 38328.4
2897.82, 11.5508, -1.5708, 38327.3
2897.92, 11.5504, -1.5708, 38326.1
2898.02, 11.5501, -1.5708, 38324.9
2898.12, 11.5498, -1.5708, 38323.8
2898.22, 11.5494, -1.5708, 38322.6
2898.32, 11.5491, -1.5708, 38321.5
2898.42, 11.5487, -1.5708, 38320.3
2898.52, 11.5484, -1.5708, 38319.2
2898.62, 11.548, -1.5708, 38318
2898.72, 11.5477, -1.5708, 38316.9
2898.82, 11.5474, -1.5708, 38315.7
2898.92, 11.547, -1.5708, 38314.6
2899.02, 11.5467, -1.5708, 38313.4
2899.12, 11.5463, -1.5708, 38312.2
2899.22, 11.546, -1.5708, 38311.1
2899.32, 11.5456, -1.5708, 38309.9
2899.42, 11.5453, -1.5708, 38308.8
2899.52, 11.5449, -1.5708, 38307.6
2899.62, 11.5446, -1.5708, 38306.5
2899.72, 11.5443, -1.5708, 38305.3
2899.82, 11.5439, -1.5708, 38304.2
2899.92, 11.5436, -1.5708, 38303
2900.02, 11.5432, -1.5708, 38301.9
2900.12, 11.5429, -1.5708, 38300.7
2900.22, 11.5425, -1.5708, 38299.5
2900.32, 11.5422, -1.5708, 38298.4
2900.42, 11.5418, -1.5708, 38297.2
2900.52, 11.5415, -1.5708, 38296.1
2900.62, 11.5412, -1.5708, 38294.9
2900.72, 11.5408, -1.5708, 38293.8
2900.82, 11.5405, -1.5708, 38292.6
2900.92, 11.5401, -1.5708, 38291.5
2901.02, 11.5398, -1.5708, 38290.3
2901.12, 11.5394, -1.5708, 38289.2
2901.22, 11.5391, -1.5708, 38288
2901.32, 11.5388, -1.5708, 38286.8
2901.42, 11.5384, -1.5708, 38285.7
2901.52, 11.5381, -1.5708, 38284.5
2901.62, 11.5377, -1.5708, 38283.4
2901.72, 11.5374, -1.5708, 38282.2
2901.82, 11.537, -1.5708, 38281.1
2901.92, 11.5367, -1.5708, 38279.9
2902.02, 11.5363, -1.5708, 38278.8
2902.12, 11.536, -1.5708, 38277.6
2902.22, 11.5357, -1.5708, 38276.5
2902.32, 11.5353, -1.5708, 38275.3
2902.42, 11.535, -1.5708, 38274.2
2902.52, 11.5346, -1.5708, 38273
2902.62, 11.5343, -1.5708, 38271.9
2902.72, 11.5339, -1.5708, 38270.7
2902.82, 11.5336, -1.5708, 38269.5
2902.92, 11.5333, -1.5708, 38268.4
2903.02, 11.5329, -1.5708, 38267.2
2903.12, 11.5326, -1.5708, 38266.1
2903.22, 11.5322, -1.5708, 38264.9
2903.32, 11.5319, -1.5708, 38263.8
2903.42, 11.5315, -1.5708, 38262.6
2903.52, 11.5312, -1.5708, 38261.5
2903.62, 11.5309, -1.5708, 38260.3
2903.72, 11.5305, -1.5708, 38259.2
2903.82, 11.5302, -1.5708, 38258
2903.92, 11.5298, -1.5708, 38256.9
2904.02, 11.5295, -1.5708, 38255.7
2904.12, 11.5291, -1.5708, 38254.6
2904.22, 11.5288, -1.5708, 38253.4
2904.32, 11.5285, -1.5708, 38252.2
2904.42, 11.5281, -1.5708, 38251.1
2904.52, 11.5278, -1.5708, 38249.9
2904.62, 11.5274, -1.5708, 38248.8
2904.72, 11.5271, -1.5708, 38247.6
2904.82, 11.5267, -1.5708, 38246.5
2904.92, 11.5264, -1.5708, 38245.3
2905.02, 11.5261, -1.5708, 38244.2
2905.12, 11.5257, -1.5708, 38243
2905.22, 11.5254, -1.5708, 38241.9
2905.32, 11.525, -1.5708, 38240.7
2905.42, 11.5247, -1.5708, 38239.6
2905.52, 11.5243, -1.5708, 38238.4
2905.62, 11.524, -1.5708, 38237.3
2905.72, 11.5237, -1.5708, 38236.1
2905.82, 11.5233, -1.5708, 38235
2905.92, 11.523, -1.5708, 38233.8
2906.02, 11.5226, -1.5708, 38232.7
2906.12, 11.5223, -1.5708, 38231.5
2906.22, 11.5219, -1.5708, 38230.4
2906.32, 11.5216, -1.5708, 38229.2
2906.42, 11.5213, -1.5708, 38228
2906.52, 11.5209, -1.5708, 38226.9
2906.62, 11.5206, -1.5708, 38225.7
2906.72, 11.5202, -1.5708, 38224.6
2906.82, 11.5199, -1.5708, 38223.4
2906.92, 11.5195, -1.5708, 38222.3
2907.02, 11.5192, -1.5708, 38221.1
2907.12, 11.5189, -1.5708, 38220
2907.22, 11.5185, -1.5708, 38218.8
2907.32, 11.5182, -1.5708, 38217.7
2907.42, 11.5178, -1.5708, 38216.5
2907.52, 11.5175, -1.5708, 38215.4
2907.62, 11.5171, -1.5708, 38214.2
2907.72, 11.5168, -1.5708, 38213.1
2907.82, 11.5165, -1.5708, 38211.9
2907.92, 11.5161, -1.5708, 38210.8
2908.02, 11.5158, -1.5708, 38209.6
2908.12, 11.5154, -1.5708, 38208.5
2908.22, 11.5151, -1.5708, 38207.3
2908.32, 11.5148, -1.5708, 38206.2
2908.42, 11.5144, -1.5708, 38205
2908.52, 11.5141, -1.5708, 38203.9
2908.62, 11.5137, -1.5708, 38202.7
2908.72, 11.5134, -1.5708, 38201.6
2908.82, 11.513, -1.5708, 38200.4
2908.92, 11.5127, -1.5708, 38199.3
2909.02, 11.5124, -1.5708, 38198.1
2909.12, 11.512, -1.5708, 38197
2909.22, 11.5117, -1.5708, 38195.8
2909.32, 11.5113, -1.5708, 38194.6
2909.42, 11.511, -1.5708, 38193.5
2909.52, 11.5106, -1.5708, 38192.3
2909.62, 11.5103, -1.5708, 38191.2
2909.72, 11.51, -1.5708, 38190
2909.82, 11.5096, -1.5708, 38188.9
2909.92, 11.5093, -1.5708, 38187.7
2910.02, 11.5089, -1.5708, 38186.6
2910.12, 11.5086, -1.5708, 38185.4
2910.22, 11.5083, -1.5708, 38184.3
2910.32, 11.5079, -1.5708, 38183.1
2910.42, 11.5076, -1.5708, 38182
2910.52, 11.5072, -1.5708, 38180.8
2910.62, 11.5069, -1.5708, 38179.7
2910.72, 11.5065, -1.5708, 38178.5
2910.82, 11.5062, -1.5708, 38177.4
2910.92, 11.5059, -1.5708, 38176.2
2911.02, 11.5055, -1.5708, 38175.1
2911.12, 11.5052, -1.5708, 38173.9
2911.22, 11.5048, -1.5708, 38172.8
2911.32, 11.5045, -1.5708, 38171.6
2911.42, 11.5042, -1.5708, 38170.5
2911.52, 11.5038, -1.5708, 38169.3
2911.62, 11.5035, -1.5708, 38168.2
2911.72, 11.5031, -1.5708, 38167
2911.82, 11.5028, -1.5708, 38165.9
2911.92, 11.5024, -1.5708, 38164.7
2912.02, 11.5021, -1.5708, 38163.6
2912.12, 11.5018, -1.5708, 38162.4
2912.22, 11.5014, -1.5708, 38161.3
2912.32, 11.5011, -1.5708, 38160.1
2912.42, 11.5007, -1.5708, 38159
2912.52, 11.5004, -1.5708, 38157.8
2912.62, 11.5001, -1.5708, 38156.7
2912.72, 11.4997, -1.5708, 38155.5
2912.82, 11.4994, -1.5708, 38154.4
2912.92, 11.499, -1.5708, 38153.2
2913.02, 11.4987, -1.5708, 38152.1
2913.12, 11.4984, -1.5708, 38150.9
2913.22, 11.498, -1.5708, 38149.8
2913.32, 11.4977, -1.5708, 38148.6
2913.42, 11.4973, -1.5708, 38147.5
2913.52, 11.497, -1.5708, 38146.3
2913.62, 11.4966, -1.5708, 38145.2
2913.72, 11.4963, -1.5708, 38144
2913.82, 11.496, -1.5708, 38142.9
2913.92, 11.4956, -1.5708, 38141.7
2914.02, 11.4953, -1.5708, 38140.6
2914.12, 11.4949, -1.5708, 38139.4
2914.22, 11.4946, -1.5708, 38138.3
2914.32, 11.4943, -1.5708, 38137.1
2914.42, 11.4939, -1.5708, 38136
2914.52, 11.4936, -1.5708, 38134.8
2914.62, 11.4932, -1.5708, 38133.7
2914.72, 11.4929, -1.5708, 38132.5
2914.82, 11.4926, -1.5708, 38131.4
2914.92, 11.4922, -1.5708, 38130.2
2915.02, 11.4919, -1.5708, 38129.1
2915.12, 11.4915, -1.5708, 38127.9
2915.22, 11.4912, -1.5708, 38126.8
2915.32, 11.4909, -1.5708, 38125.6
2915.42, 11.4905, -1.5708, 38124.5
2915.52, 11.4902, -1.5708, 38123.3
2915.62, 11.4898, -1.5708, 38122.2
2915.72, 11.4895, -1.5708, 38121
2915.82, 11.4891, -1.5708, 38119.9
2915.92, 11.4888, -1.5708, 38118.7
2916.02, 11.4885, -1.5708, 38117.6
2916.12, 11.4881, -1.5708, 38116.5
2916.22, 11.4878, -1.5708, 38115.3
2916.32, 11.4874, -1.5708, 38114.2
2916.42, 11.4871, -1.5708, 38113
2916.52, 11.4868, -1.5708, 38111.9
2916.62, 11.4864, -1.5708, 38110.7
2916.72, 11.4861, -1.5708, 38109.6
2916.82, 11.4857, -1.5708, 38108.4
2916.92, 11.4854, -1.5708, 38107.3
2917.02, 11.4851, -1.5708, 38106.1
2917.12, 11.4847, -1.5708, 38105
2917.22, 11.4844, -1.5708, 38103.8
2917.32, 11.484, -1.5708, 38102.7
2917.42, 11.4837, -1.5708, 38101.5
2917.52, 11.4834, -1.5708, 38100.4
2917.62, 11.483, -1.5708, 38099.2
2917.72, 11.4827, -1.5708, 38098.1
2917.82, 11.4823, -1.5708, 38096.9
2917.92, 11.482, -1.5708, 38095.8
2918.02, 11.4817, -1.5708, 38094.6
2918.12, 11.4813, -1.5708, 38093.5
2918.22, 11.481, -1.5708, 38092.3
2918.32, 11.4806, -1.5708, 38091.2
2918.42, 11.4803, -1.5708, 38090
2918.52, 11.48, -1.5708, 38088.9
2918.62, 11.4796, -1.5708, 38087.7
2918.72, 11.4793, -1.5708, 38086.6
2918.82, 11.4789, -1.5708, 38085.4
2918.92, 11.4786, -1.5708, 38084.3
2919.02, 11.4783, -1.5708, 38083.2
2919.12, 11.4779, -1.5708, 38082
2919.22, 11.4776, -1.5708, 38080.9
2919.32, 11.4772, -1.5708, 38079.7
2919.42, 11.4769, -1.5708, 38078.6
