t, v, gamma, h
2589.42, 13.6066, -1.5708, 47663.7
2589.52, 13.6059, -1.5708, 47662.4
2589.62, 13.6053, -1.5708, 47661
2589.72, 13.6047, -1.5708, 47659.6
2589.82, 13.6041, -1.5708, 47658.3
2589.92, 13.6035, -1.5708, 47656.9
2590.02, 13.6029, -1.5708, 47655.6
2590.12, 13.6023, -1.5708, 47654.2
2590.22, 13.6017, -1.5708, 47652.8
2590.32, 13.6011, -1.5708, 47651.5
2590.42, 13.6005, -1.5708, 47650.1
2590.52, 13.5999, -1.5708, 47648.8
2590.62, 13.5993, -1.5708, 47647.4
2590.72, 13.5987, -1.5708, 47646
2590.82, 13.5981, -1.5708, 47644.7
2590.92, 13.5974, -1.5708, 47643.3
2591.02, 13.5968, -1.5708, 47642
2591.12, 13.5962, -1.5708, 47640.6
2591.22, 13.5956, -1.5708, 47639.2
2591.32, 13.595, -1.5708, 47637.9
2591.42, 13.5944, -1.5708, 47636.5
2591.52, 13.5938, -1.5708, 47635.2
2591.62, 13.5932, -1.5708, 47633.8
2591.72, 13.5926, -1.5708, 47632.4
2591.82, 13.592, -1.5708, 47631.1
2591.92, 13.5914, -1.5708, 47629.7
2592.02, 13.5908, -1.5708, 47628.4
2592.12, 13.5902, -1.5708, 47627
2592.22, 13.5896, -1.5708, 47625.6
2592.32, 13.589, -1.5708, 47624.3
2592.42, 13.5884, -1.5708, 47622.9
2592.52, 13.5878, -1.5708, 47621.6
2592.62, 13.5871, -1.5708, 47620.2
2592.72, 13.5865, -1.5708, 47618.8
2592.82, 13.5859, -1.5708, 47617.5
2592.92, 13.5853, -1.5708, 47616.1
2593.02, 13.5847, -1.5708, 47614.8
2593.12, 13.5841, -1.5708, 47613.4
2593.22, 13.5835, -1.5708, 47612.1
2593.32, 13.5829, -1.5708, 47610.7
2593.42, 13.5823, -1.5708, 47609.3
2593.52, 13.5817, -1.5708, 47608
2593.62, 13.5811, -1.5708, 47606.6
2593.72, 13.5805, -1.5708, 47605.3
2593.82, 13.5799, -1.5708, 47603.9
2593.92, 13.5793, -1.5708, 47602.5
2594.02, 13.5787, -1.5708, 47601.2
2594.12, 13.5781, -1.5708, 47599.8
2594.22, 13.5775, -1.5708, 47598.5
2594.32, 13.5769, -1.5708, 47597.1
2594.42, 13.5763, -1.5708, 47595.8
2594.52, 13.5756, -1.5708, 47594.4
2594.62, 13.575, -1.5708, 47593
2594.72, 13.5744, -1.5708, 47591.7
2594.82, 13.5738, -1.5708, 47590.3
2594.92, 13.5732, -1.5708, 47589
2595.02, 13.5726, -1.5708, 47587.6
2595.12, 13.572, -1.5708, 47586.3
2595.22, 13.5714, -1.5708, 47584.9
2595.32, 13.5708, -1.5708, 47583.5
2595.42, 13.5702, -1.5708, 47582.2
2595.52, 13.5696, -1.5708, 47580.8
2595.62, 13.569, -1.5708, 47579.5
2595.72, 13.5684, -1.5708, 47578.1
2595.82, 13.5678, -1.5708, 47576.8
2595.92, 13.5672, -1.5708, 47575.4
2596.02, 13.5666, -1.5708, 47574
2596.12, 13.566, -1.5708, 47572.7
2596.22, 13.5654, -1.5708, 47571.3
2596.32, 13.5648, -1.5708, 47570
2596.42, 13.5642, -1.5708, 47568.6
2596.52, 13.5636, -1.5708, 47567.3
2596.62, 13.563, -1.5708, 47565.9
2596.72, 13.5624, -1.5708, 47564.5
2596.82, 13.5618, -1.5708, 47563.2
2596.92, 13.5612, -1.5708, 47561.8
2597.02, 13.5605, -1.5708, 47560.5
2597.12, 13.5599, -1.5708, 47559.1
2597.22, 13.5593, -1.5708, 47557.8
2597.32, 13.5587, -1.5708, 47556.4
2597.42, 13.5581, -1.5708, 47555.1
2597.52, 13.5575, -1.5708, 47553.7
2597.62, 13.5569, -1.5708, 47552.3
2597.72, 13.5563, -1.5708, 47551
2597.82, 13.5557, -1.5708, 47549.6
2597.92, 13.5551, -1.5708, 47548.3
2598.02, 13.5545, -1.5708, 47546.9
2598.12, 13.5539, -1.5708, 47545.6
2598.22, 13.5533, -1.5708, 47544.2
2598.32, 13.5527, -1.5708, 47542.9
2598.42, 13.5521, -1.5708, 47541.5
2598.52, 13.5515, -1.5708, 47540.1
2598.62, 13.5509, -1.5708, 47538.8
2598.72, 13.5503, -1.5708, 47537.4
2598.82, 13.5497, -1.5708, 47536.1
2598.92, 13.5491, -1.5708, 47534.7
2599.02, 13.5485, -1.5708, 47533.4
2599.12, 13.5479, -1.5708, 47532
2599.22, 13.5473, -1.5708, 47530.7
2599.32, 13.5467, -1.5708, 47529.3
2599.42, 13.5461, -1.5708, 47528
2599.52, 13.5455, -1.5708, 47526.6
2599.62, 13.5449, -1.5708, 47525.2
2599.72, 13.5443, -1.5708, 47523.9
2599.82, 13.5437, -1.5708, 47522.5
2599.92, 13.5431, -1.5708, 47521.2
2600.02, 13.5425, -1.5708, 47519.8
2600.12, 13.5419, -1.5708, 47518.5
2600.22, 13.5413, -1.5708, 47517.1
2600.32, 13.5407, -1.5708, 47515.8
2600.42, 13.5401, -1.5708, 47514.4
2600.52, 13.5395, -1.5708, 47513.1
2600.62, 13.5389, -1.5708, 47511.7
2600.72, 13.5383, -1.5708, 47510.3
2600.82, 13.5377, -1.5708, 47509
2600.92, 13.5371, -1.5708, 47507.6
2601.02, 13.5365, -1.5708, 47506.3
2601.12, 13.5359, -1.5708, 47504.9
2601.22, 13.5353, -1.5708, 47503.6
2601.32, 13.5347, -1.5708, 47502.2
2601.42, 13.5341, -1.5708, 47500.9
2601.52, 13.5335, -1.5708, 47499.5
2601.62, 13.5329, -1.5708, 47498.2
2601.72, 13.5323, -1.5708, 47496.8
2601.82, 13.5317, -1.5708, 47495.5
2601.92, 13.5311, -1.5708, 47494.1
2602.02, 13.5305, -1.5708, 47492.8
2602.12, 13.5299, -1.5708, 47491.4
2602.22, 13.5293, -1.5708, 47490
2602.32, 13.5287, -1.5708, 47488.7
2602.42, 13.5281, -1.5708, 47487.3
2602.52, 13.5274, -1.5708, 47486
2602.62, 13.5268, -1.5708, 47484.6
2602.72, 13.5262, -1.5708, 47483.3
2602.82, 13.5256, -1.5708, 47481.9
2602.92, 13.525, -1.5708, 47480.6
2603.02, 13.5244, -1.5708, 47479.2
2603.12, 13.5238, -1.5708, 47477.9
2603.22, 13.5232, -1.5708, 47476.5
2603.32, 13.5226, -1.5708, 47475.2
2603.42, 13.522, -1.5708, 47473.8
2603.52, 13.5214, -1.5708, 47472.5
2603.62, 13.5208, -1.5708, 47471.1
2603.72, 13.5202, -1.5708, 47469.8
2603.82, 13.5197, -1.5708, 47468.4
2603.92, 13.5191, -1.5708, 47467.1
2604.02, 13.5185, -1.5708, 47465.7
2604.12, 13.5179, -1.5708, 47464.4
2604.22, 13.5173, -1.5708, 47463
2604.32, 13.5167, -1.5708, 47461.6
2604.42, 13.5161, -1.5708, 47460.3
2604.52, 13.5155, -1.5708, 47458.9
2604.62, 13.5149, -1.5708, 47457.6
2604.72, 13.5143, -1.5708, 47456.2
2604.82, 13.5137, -1.5708, 47454.9
2604.92, 13.5131, -1.5708, 47453.5
2605.02, 13.5125, -1.5708, 47452.2
2605.12, 13.5119, -1.5708, 47450.8
2605.22, 13.5113, -1.5708, 47449.5
2605.32, 13.5107, -1.5708, 47448.1
2605.42, 13.5101, -1.5708, 47446.8
2605.52, 13.5095, -1.5708, 47445.4
2605.62, 13.5089, -1.5708, 47444.1
2605.72, 13.5083, -1.5708, 47442.7
2605.82, 13.5077, -1.5708, 47441.4
2605.92, 13.5071, -1.5708, 47440
2606.02, 13.5065, -1.5708, 47438.7
2606.12, 13.5059, -1.5708, 47437.3
2606.22, 13.5053, -1.5708, 47436
2606.32, 13.5047, -1.5708, 47434.6
2606.42, 13.5041, -1.5708, 47433.3
2606.52, 13.5035, -1.5708, 47431.9
2606.62, 13.5029, -1.5708, 47430.6
2606.72, 13.5023, -1.5708, 47429.2
2606.82, 13.5017, -1.5708, 47427.9
2606.92, 13.5011, -1.5708, 47426.5
2607.02, 13.5005, -1.5708, 47425.2
2607.12, 13.4999, -1.5708, 47423.8
2607.22, 13.4993, -1.5708, 47422.5
2607.32, 13.4987, -1.5708, 47421.1
2607.42, 13.4981, -1.5708, 47419.8
2607.52, 13.4975, -1.5708, 47418.4
2607.62, 13.4969, -1.5708, 47417.1
2607.72, 13.4963, -1.5708, 47415.7
2607.82, 13.4957, -1.5708, 47414.4
2607.92, 13.4951, -1.5708, 47413
2608.02, 13.4945, -1.5708, 47411.7
2608.12, 13.4939, -1.5708, 47410.3
2608.22, 13.4933, -1.5708, 47409
2608.32, 13.4927, -1.5708, 47407.6
2608.42, 13.4921, -1.5708, 47406.3
2608.52, 13.4915, -1.5708, 47404.9
2608.62, 13.4909, -1.5708, 47403.6
2608.72, 13.4903, -1.5708, 47402.2
2608.82, 13.4897, -1.5708, 47400.9
2608.92, 13.4891, -1.5708, 47399.5
2609.02, 13.4885, -1.5708, 47398.2
2609.12, 13.4879, -1.5708, 47396.8
2609.22, 13.4873, -1.5708, 47395.5
2609.32, 13.4868, -1.5708, 47394.1
2609.42, 13.4862, -1.5708, 47392.8
2609.52, 13.4856, -1.5708, 47391.4
2609.62, 13.485, -1.5708, 47390.1
2609.72, 13.4844, -1.5708, 47388.7
2609.82, 13.4838, -1.5708, 47387.4
2609.92, 13.4832, -1.5708, 47386
2610.02, 13.4826, -1.5708, 47384.7
2610.12, 13.482, -1.5708, 47383.4
2610.22, 13.4814, -1.5708, 47382
2610.32, 13.4808, -1.5708, 47380.7
2610.42, 13.4802, -1.5708, 47379.3
2610.52, 13.4796, -1.5708, 47378
2610.62, 13.479, -1.5708, 47376.6
2610.72, 13.4784, -1.5708, 47375.3
2610.82, 13.4778, -1.5708, 47373.9
2610.92, 13.4772, -1.5708, 47372.6
2611.02, 13.4766, -1.5708, 47371.2
2611.12, 13.476, -1.5708, 47369.9
2611.22, 13.4754, -1.5708, 47368.5
2611.32, 13.4748, -1.5708, 47367.2
2611.42, 13.4742, -1.5708, 47365.8
2611.52, 13.4736, -1.5708, 47364.5
2611.62, 13.473, -1.5708, 47363.1
2611.72, 13.4724, -1.5708, 47361.8
2611.82, 13.4719, -1.5708, 47360.4
2611.92, 13.4713, -1.5708, 47359.1
2612.02, 13.4707, -1.5708, 47357.7
2612.12, 13.4701, -1.5708, 47356.4
2612.22, 13.4695, -1.5708, 47355.1
2612.32, 13.4689, -1.5708, 47353.7
2612.42, 13.4683, -1.5708, 47352.4
2612.52, 13.4677, -1.5708, 47351
2612.62, 13.4671, -1.5708, 47349.7
2612.72, 13.4665, -1.5708, 47348.3
2612.82, 13.4659, -1.5708, 47347
2612.92, 13.4653, -1.5708, 47345.6
2613.02, 13.4647, -1.5708, 47344.3
2613.12, 13.4641, -1.5708, 47342.9
2613.22, 13.4635, -1.5708, 47341.6
2613.32, 13.4629, -1.5708, 47340.2
2613.42, 13.4623, -1.5708, 47338.9
2613.52, 13.4617, -1.5708, 47337.5
2613.62, 13.4611, -1.5708, 47336.2
2613.72, 13.4605, -1.5708, 47334.9
2613.82, 13.46, -1.5708, 47333.5
2613.92, 13.4594, -1.5708, 47332.2
2614.02, 13.4588, -1.5708, 47330.8
2614.12, 13.4582, -1.5708, 47329.5
2614.22, 13.4576, -1.5708, 47328.1
2614.32, 13.457, -1.5708, 47326.8
2614.42, 13.4564, -1.5708, 47325.4
2614.52, 13.4558, -1.5708, 47324.1
2614.62, 13.4552, -1.5708, 47322.7
2614.72, 13.4546, -1.5708, 47321.4
2614.82, 13.454, -1.5708, 47320.1
2614.92, 13.4534, -1.5708, 47318.7
2615.02, 13.4528, -1.5708, 47317.4
2615.12, 13.4522, -1.5708, 47316
2615.22, 13.4516, -1.5708, 47314.7
2615.32, 13.451, -1.5708, 47313.3
2615.42, 13.4505, -1.5708, 47312
2615.52, 13.4499, -1.5708, 47310.6
2615.62, 13.4493, -1.5708, 47309.3
2615.72, 13.4487, -1.5708, 47307.9
2615.82, 13.4481, -1.5708, 47306.6
2615.92, 13.4475, -1.5708, 47305.3
2616.02, 13.4469, -1.5708, 47303.9
2616.12, 13.4463, -1.5708, 47302.6
2616.22, 13.4457, -1.5708, 47301.2
2616.32, 13.4451, -1.5708, 47299.9
2616.42, 13.4445, -1.5708, 47298.5
2616.52, 13.4439, -1.5708, 47297.2
2616.62, 13.4433, -1.5708, 47295.8
2616.72, 13.4427, -1.5708, 47294.5
2616.82, 13.4421, -1.5708, 47293.2
2616.92, 13.4416, -1.5708, 47291.8
2617.02, 13.441, -1.5708, 47290.5
2617.12, 13.4404, -1.5708, 47289.1
2617.22, 13.4398, -1.5708, 47287.8
2617.32, 13.4392, -1.5708, 47286.4
2617.42, 13.4386, -1.5708, 47285.1
2617.52, 13.438, -1.5708, 47283.7
2617.62, 13.4374, -1.5708, 47282.4
2617.72, 13.4368, -1.5708, 47281.1
2617.82, 13.4362, -1.5708, 47279.7
2617.92, 13.4356, -1.5708, 47278.4
2618.02, 13.435, -1.5708, 47277
2618.12, 13.4344, -1.5708, 47275.7
2618.22, 13.4339, -1.5708, 47274.3
2618.32, 13.4333, -1.5708, 47273
2618.42, 13.4327, -1.5708, 47271.7
2618.52, 13.4321, -1.5708, 47270.3
2618.62, 13.4315, -1.5708, 47269
2618.72, 13.4309, -1.5708, 47267.6
2618.82, 13.4303, -1.5708, 47266.3
2618.92, 13.4297, -1.5708, 47264.9
2619.02, 13.4291, -1.5708, 47263.6
2619.12, 13.4285, -1.5708, 47262.3
2619.22, 13.4279, -1.5708, 47260.9
2619.32, 13.4273, -1.5708, 47259.6
2619.42, 13.4268, -1.5708, 47258.2
2619.52, 13.4262, -1.5708, 47256.9
2619.62, 13.4256, -1.5708, 47255.5
2619.72, 13.425, -1.5708, 47254.2
2619.82, 13.4244, -1.5708, 47252.9
2619.92, 13.4238, -1.5708, 47251.5
2620.02, 13.4232, -1.5708, 47250.2
2620.12, 13.4226, -1.5708, 47248.8
2620.22, 13.422, -1.5708, 47247.5
2620.32, 13.4214, -1.5708, 47246.1
2620.42, 13.4208, -1.5708, 47244.8
2620.52, 13.4203, -1.5708, 47243.5
2620.62, 13.4197, -1.5708, 47242.1
2620.72, 13.4191, -1.5708, 47240.8
2620.82, 13.4185, -1.5708, 47239.4
2620.92, 13.4179, -1.5708, 47238.1
2621.02, 13.4173, -1.5708, 47236.8
2621.12, 13.4167, -1.5708, 47235.4
2621.22, 13.4161, -1.5708, 47234.1
2621.32, 13.4155, -1.5708, 47232.7
2621.42, 13.4149, -1.5708, 47231.4
2621.52, 13.4143, -1.5708, 47230
2621.62, 13.4138, -1.5708, 47228.7
2621.72, 13.4132, -1.5708, 47227.4
2621.82, 13.4126, -1.5708, 47226
2621.92, 13.412, -1.5708, 47224.7
2622.02, 13.4114, -1.5708, 47223.3
2622.12, 13.4108, -1.5708, 47222
2622.22, 13.4102, -1.5708, 47220.7
2622.32, 13.4096, -1.5708, 47219.3
2622.42, 13.409, -1.5708, 47218
2622.52, 13.4084, -1.5708, 47216.6
2622.62, 13.4079, -1.5708, 47215.3
2622.72, 13.4073, -1.5708, 47214
2622.82, 13.4067, -1.5708, 47212.6
2622.92, 13.4061, -1.5708, 47211.3
2623.02, 13.4055, -1.5708, 47209.9
2623.12, 13.4049, -1.5708, 47208.6
2623.22, 13.4043, -1.5708, 47207.2
2623.32, 13.4037, -1.5708, 47205.9
2623.42, 13.4031, -1.5708, 47204.6
2623.52, 13.4026, -1.5708, 47203.2
2623.62, 13.402, -1.5708, 47201.9
2623.72, 13.4014, -1.5708, 47200.5
2623.82, 13.4008, -1.5708, 47199.2
2623.92, 13.4002, -1.5708, 47197.9
2624.02, 13.3996, -1.5708, 47196.5
2624.12, 13.399, -1.5708, 47195.2
2624.22, 13.3984, -1.5708, 47193.8
2624.32, 13.3978, -1.5708, 47192.5
2624.42, 13.3973, -1.5708, 47191.2
2624.52, 13.3967, -1.5708, 47189.8
2624.62, 13.3961, -1.5708, 47188.5
2624.72, 13.3955, -1.5708, 47187.1
2624.82, 13.3949, -1.5708, 47185.8
2624.92, 13.3943, -1.5708, 47184.5
2625.02, 13.3937, -1.5708, 47183.1
2625.12, 13.3931, -1.5708, 47181.8
2625.22, 13.3925, -1.5708, 47180.5
2625.32, 13.392, -1.5708, 47179.1
2625.42, 13.3914, -1.5708, 47177.8
2625.52, 13.3908, -1.5708, 47176.4
2625.62, 13.3902, -1.5708, 47175.1
2625.72, 13.3896, -1.5708, 47173.8
2625.82, 13.389, -1.5708, 47172.4
2625.92, 13.3884, -1.5708, 47171.1
2626.02, 13.3878, -1.5708, 47169.7
2626.12, 13.3872, -1.5708, 47168.4
2626.22, 13.3867, -1.5708, 47167.1
2626.32, 13.3861, -1.5708, 47165.7
2626.42, 13.3855, -1.5708, 47164.4
2626.52, 13.3849, -1.5708, 47163
2626.62, 13.3843, -1.5708, 47161.7
2626.72, 13.3837, -1.5708, 47160.4
2626.82, 13.3831, -1.5708, 47159
2626.92, 13.3825, -1.5708, 47157.7
2627.02, 13.382, -1.5708, 47156.4
2627.12, 13.3814, -1.5708, 47155
2627.22, 13.3808, -1.5708, 47153.7
2627.32, 13.3802, -1.5708, 47152.3
2627.42, 13.3796, -1.5708, 47151
2627.52, 13.379, -1.5708, 47149.7
2627.62, 13.3784, -1.5708, 47148.3
2627.72, 13.3779, -1.5708, 47147
2627.82, 13.3773, -1.5708, 47145.6
2627.92, 13.3767, -1.5708, 47144.3
2628.02, 13.3761, -1.5708, 47143
2628.12, 13.3755, -1.5708, 47141.6
2628.22, 13.3749, -1.5708, 47140.3
2628.32, 13.3743, -1.5708, 47139
2628.42, 13.3737, -1.5708, 47137.6
2628.52, 13.3732, -1.5708, 47136.3
2628.62, 13.3726, -1.5708, 47134.9
2628.72, 13.372, -1.5708, 47133.6
2628.82, 13.3714, -1.5708, 47132.3
2628.92, 13.3708, -1.5708, 47130.9
2629.02, 13.3702, -1.5708, 47129.6
2629.12, 13.3696, -1.5708, 47128.3
2629.22, 13.3691, -1.5708, 47126.9
2629.32, 13.3685, -1.5708, 47125.6
2629.42, 13.3679, -1.5708, 47124.3
2629.52, 13.3673, -1.5708, 47122.9
2629.62, 13.3667, -1.5708, 47121.6
2629.72, 13.3661, -1.5708, 47120.2
2629.82, 13.3655, -1.5708, 47118.9
2629.92, 13.3649, -1.5708, 47117.6
2630.02, 13.3644, -1.5708, 47116.2
2630.12, 13.3638, -1.5708, 47114.9
2630.22, 13.3632, -1.5708, 47113.6
2630.32, 13.3626, -1.5708, 47112.2
2630.42, 13.362, -1.5708, 47110.9
2630.52, 13.3614, -1.5708, 47109.6
2630.62, 13.3608, -1.5708, 47108.2
2630.72, 13.3603, -1.5708, 47106.9
2630.82, 13.3597, -1.5708, 47105.5
2630.92, 13.3591, -1.5708, 47104.2
2631.02, 13.3585, -1.5708, 47102.9
2631.12, 13.3579, -1.5708, 47101.5
2631.22, 13.3573, -1.5708, 47100.2
2631.32, 13.3567, -1.5708, 47098.9
2631.42, 13.3562, -1.5708, 47097.5
2631.52, 13.3556, -1.5708, 47096.2
2631.62, 13.355, -1.5708, 47094.9
2631.72, 13.3544, -1.5708, 47093.5
2631.82, 13.3538, -1.5708, 47092.2
2631.92, 13.3532, -1.5708, 47090.9
2632.02, 13.3527, -1.5708, 47089.5
2632.12, 13.3521, -1.5708, 47088.2
2632.22, 13.3515, -1.5708, 47086.8
2632.32, 13.3509, -1.5708, 47085.5
2632.42, 13.3503, -1.5708, 47084.2
2632.52, 13.3497, -1.5708, 47082.8
2632.62, 13.3491, -1.5708, 47081.5
2632.72, 13.3486, -1.5708, 47080.2
2632.82, 13.348, -1.5708, 47078.8
2632.92, 13.3474, -1.5708, 47077.5
2633.02, 13.3468, -1.5708, 47076.2
2633.12, 13.3462, -1.5708, 47074.8
2633.22, 13.3456, -1.5708, 47073.5
2633.32, 13.3451, -1.5708, 47072.2
2633.42, 13.3445, -1.5708, 47070.8
2633.52, 13.3439, -1.5708, 47069.5
2633.62, 13.3433, -1.5708, 47068.2
2633.72, 13.3427, -1.5708, 47066.8
2633.82, 13.3421, -1.5708, 47065.5
2633.92, 13.3416, -1.5708, 47064.2
2634.02, 13.341, -1.5708, 47062.8
2634.12, 13.3404, -1.5708, 47061.5
2634.22, 13.3398, -1.5708, 47060.2
2634.32, 13.3392, -1.5708, 47058.8
2634.42, 13.3386, -1.5708, 47057.5
2634.52, 13.338, -1.5708, 47056.2
2634.62, 13.3375, -1.5708, 47054.8
2634.72, 13.3369, -1.5708, 47053.5
2634.82, 13.3363, -1.5708, 47052.2
2634.92, 13.3357, -1.5708, 47050.8
2635.02, 13.3351, -1.5708, 47049.5
2635.12, 13.3345, -1.5708, 47048.2
2635.22, 13.334, -1.5708, 47046.8
2635.32, 13.3334, -1.5708, 47045.5
2635.42, 13.3328, -1.5708, 47044.2
2635.52, 13.3322, -1.5708, 47042.8
2635.62, 13.3316, -1.5708, 47041.5
2635.72, 13.3311, -1.5708, 47040.2
2635.82, 13.3305, -1.5708, 47038.8
2635.92, 13.3299, -1.5708, 47037.5
2636.02, 13.3293, -1.5708, 47036.2
2636.12, 13.3287, -1.5708, 47034.8
2636.22, 13.3281, -1.5708, 47033.5
2636.32, 13.3276, -1.5708, 47032.2
2636.42, 13.327, -1.5708, 47030.8
2636.52, 13.3264, -1.5708, 47029.5
2636.62, 13.3258, -1.5708, 47028.2
2636.72, 13.3252, -1.5708, 47026.8
2636.82, 13.3246, -1.5708, 47025.5
2636.92, 13.3241, -1.5708, 47024.2
2637.02, 13.3235, -1.5708, 47022.8
2637.12, 13.3229, -1.5708, 47021.5
2637.22, 13.3223, -1.5708, 47020.2
2637.32, 13.3217, -1.5708, 47018.8
2637.42, 13.3211, -1.5708, 47017.5
2637.52, 13.3206, -1.5708, 47016.2
2637.62, 13.32, -1.5708, 47014.8
2637.72, 13.3194, -1.5708, 47013.5
2637.82, 13.3188, -1.5708, 47012.2
2637.92, 13.3182, -1.5708, 47010.8
2638.02, 13.3177, -1.5708, 47009.5
2638.12, 13.3171, -1.5708, 47008.2
2638.22, 13.3165, -1.5708, 47006.8
2638.32, 13.3159, -1.5708, 47005.5
2638.42, 13.3153, -1.5708, 47004.2
2638.52, 13.3147, -1.5708, 47002.8
2638.62, 13.3142, -1.5708, 47001.5
2638.72, 13.3136, -1.5708, 47000.2
2638.82, 13.313, -1.5708, 46998.9
2638.92, 13.3124, -1.5708, 46997.5
2639.02, 13.3118, -1.5708, 46996.2
2639.12, 13.3113, -1.5708, 46994.9
2639.22, 13.3107, -1.5708, 46993.5
2639.32, 13.3101, -1.5708, 46992.2
2639.42, 13.3095, -1.5708, 46990.9
2639.52, 13.3089, -1.5708, 46989.5
2639.62, 13.3084, -1.5708, 46988.2
2639.72, 13.3078, -1.5708, 46986.9
2639.82, 13.3072, -1.5708, 46985.5
2639.92, 13.3066, -1.5708, 46984.2
2640.02, 13.306, -1.5708, 46982.9
2640.12, 13.3055, -1.5708, 46981.6
2640.22, 13.3049, -1.5708, 46980.2
2640.32, 13.3043, -1.5708, 46978.9
2640.42, 13.3037, -1.5708, 46977.6
2640.52, 13.3031, -1.5708, 46976.2
2640.62, 13.3025, -1.5708, 46974.9
2640.72, 13.302, -1.5708, 46973.6
2640.82, 13.3014, -1.5708, 46972.2
2640.92, 13.3008, -1.5708, 46970.9
2641.02, 13.3002, -1.5708, 46969.6
2641.12, 13.2996, -1.5708, 46968.2
2641.22, 13.2991, -1.5708, 46966.9
2641.32, 13.2985, -1.5708, 46965.6
2641.42, 13.2979, -1.5708, 46964.3
2641.52, 13.2973, -1.5708, 46962.9
2641.62, 13.2967, -1.5708, 46961.6
2641.72, 13.2962, -1.5708, 46960.3
2641.82, 13.2956, -1.5708, 46958.9
2641.92, 13.295, -1.5708, 46957.6
2642.02, 13.2944, -1.5708, 46956.3
2642.12, 13.2938, -1.5708, 46955
2642.22, 13.2933, -1.5708, 46953.6
2642.32, 13.2927, -1.5708, 46952.3
2642.42, 13.2921, -1.5708, 46951
2642.52, 13.2915, -1.5708, 46949.6
2642.62, 13.291, -1.5708, 46948.3
2642.72, 13.2904, -1.5708, 46947
2642.82, 13.2898, -1.5708, 46945.6
2642.92, 13.2892, -1.5708, 46944.3
2643.02, 13.2886, -1.5708, 46943
2643.12, 13.2881, -1.5708, 46941.7
2643.22, 13.2875, -1.5708, 46940.3
2643.32, 13.2869, -1.5708, 46939
2643.42, 13.2863, -1.5708, 46937.7
2643.52, 13.2857, -1.5708, 46936.3
2643.62, 13.2852, -1.5708, 46935
2643.72, 13.2846, -1.5708, 46933.7
2643.82, 13.284, -1.5708, 46932.4
2643.92, 13.2834, -1.5708, 46931
2644.02, 13.2828, -1.5708, 46929.7
2644.12, 13.2823, -1.5708, 46928.4
2644.22, 13.2817, -1.5708, 46927
2644.32, 13.2811, -1.5708, 46925.7
2644.42, 13.2805, -1.5708, 46924.4
2644.52, 13.28, -1.5708, 46923.1
2644.62, 13.2794, -1.5708, 46921.7
2644.72, 13.2788, -1.5708, 46920.4
2644.82, 13.2782, -1.5708, 46919.1
2644.92, 13.2776, -1.5708, 46917.8
2645.02, 13.2771, -1.5708, 46916.4
2645.12, 13.2765, -1.5708, 46915.1
2645.22, 13.2759, -1.5708, 46913.8
2645.32, 13.2753, -1.5708, 46912.4
2645.42, 13.2747, -1.5708, 46911.1
2645.52, 13.2742, -1.5708, 46909.8
2645.62, 13.2736, -1.5708, 46908.5
2645.72, 13.273, -1.5708, 46907.1
2645.82, 13.2724, -1.5708, 46905.8
2645.92, 13.2719, -1.5708, 46904.5
2646.02, 13.2713, -1.5708, 46903.2
2646.12, 13.2707, -1.5708, 46901.8
2646.22, 13.2701, -1.5708, 46900.5
2646.32, 13.2695, -1.5708, 46899.2
2646.42, 13.269, -1.5708, 46897.8
2646.52, 13.2684, -1.5708, 46896.5
2646.62, 13.2678, -1.5708, 46895.2
2646.72, 13.2672, -1.5708, 46893.9
2646.82, 13.2667, -1.5708, 46892.5
2646.92, 13.2661, -1.5708, 46891.2
2647.02, 13.2655, -1.5708, 46889.9
2647.12, 13.2649, -1.5708, 46888.6
2647.22, 13.2644, -1.5708, 46887.2
2647.32, 13.2638, -1.5708, 46885.9
2647.42, 13.2632, -1.5708, 46884.6
2647.52, 13.2626, -1.5708, 46883.3
2647.62, 13.262, -1.5708, 46881.9
2647.72, 13.2615, -1.5708, 46880.6
2647.82, 13.2609, -1.5708, 46879.3
2647.92, 13.2603, -1.5708, 46877.9
2648.02, 13.2597, -1.5708, 46876.6
2648.12, 13.2592, -1.5708, 46875.3
2648.22, 13.2586, -1.5708, 46874
2648.32, 13.258, -1.5708, 46872.6
2648.42, 13.2574, -1.5708, 46871.3
2648.52, 13.2569, -1.5708, 46870
2648.62, 13.2563, -1.5708, 46868.7
2648.72, 13.2557, -1.5708, 46867.3
2648.82, 13.2551, -1.5708, 46866
2648.92, 13.2545, -1.5708, 46864.7
2649.02, 13.254, -1.5708, 46863.4
2649.12, 13.2534, -1.5708, 46862
2649.22, 13.2528, -1.5708, 46860.7
2649.32, 13.2522, -1.5708, 46859.4
2649.42, 13.2517, -1.5708, 46858.1
2649.52, 13.2511, -1.5708, 46856.7
2649.62, 13.2505, -1.5708, 46855.4
2649.72, 13.2499, -1.5708, 46854.1
2649.82, 13.2494, -1.5708, 46852.8
2649.92, 13.2488, -1.5708, 46851.4
2650.02, 13.2482, -1.5708, 46850.1
2650.12, 13.2476, -1.5708, 46848.8
2650.22, 13.2471, -1.5708, 46847.5
2650.32, 13.2465, -1.5708, 46846.1
2650.42, 13.2459, -1.5708, 46844.8
2650.52, 13.2453, -1.5708, 46843.5
2650.62, 13.2448, -1.5708, 46842.2
2650.72, 13.2442, -1.5708, 46840.8
2650.82, 13.2436, -1.5708, 46839.5
