t, v, gamma, h
8032.42, 4.5824, -1.5708, 7517.9
8032.52, 4.58234, -1.5708, 7517.44
8032.62, 4.58229, -1.5708, 7516.98
8032.72, 4.58224, -1.5708, 7516.52
8032.82, 4.58218, -1.5708, 7516.06
8032.92, 4.58213, -1.5708, 7515.61
8033.02, 4.58207, -1.5708, 7515.15
8033.12, 4.58202, -1.5708, 7514.69
8033.22, 4.58197, -1.5708, 7514.23
8033.32, 4.58191, -1.5708, 7513.77
8033.42, 4.58186, -1.5708, 7513.32
8033.52, 4.5818, -1.5708, 7512.86
8033.62, 4.58175, -1.5708, 7512.4
8033.72, 4.5817, -1.5708, 7511.94
8033.82, 4.58164, -1.5708, 7511.48
8033.92, 4.58159, -1.5708, 7511.02
8034.02, 4.58153, -1.5708, 7510.57
8034.12, 4.58148, -1.5708, 7510.11
8034.22, 4.58143, -1.5708, 7509.65
8034.32, 4.58137, -1.5708, 7509.19
8034.42, 4.58132, -1.5708, 7508.73
8034.52, 4.58126, -1.5708, 7508.28
8034.62, 4.58121, -1.5708, 7507.82
8034.72, 4.58115, -1.5708, 7507.36
8034.82, 4.5811, -1.5708, 7506.9
8034.92, 4.58105, -1.5708, 7506.44
8035.02, 4.58099, -1.5708, 7505.99
8035.12, 4.58094, -1.5708, 7505.53
8035.22, 4.58088, -1.5708, 7505.07
8035.32, 4.58083, -1.5708, 7504.61
8035.42, 4.58078, -1.5708, 7504.15
8035.52, 4.58072, -1.5708, 7503.69
8035.62, 4.58067, -1.5708, 7503.24
8035.72, 4.58061, -1.5708, 7502.78
8035.82, 4.58056, -1.5708, 7502.32
8035.92, 4.58051, -1.5708, 7501.86
8036.02, 4.58045, -1.5708, 7501.4
8036.12, 4.5804, -1.5708, 7500.95
8036.22, 4.58034, -1.5708, 7500.49
8036.32, 4.58029, -1.5708, 7500.03
8036.42, 4.58024, -1.5708, 7499.57
8036.52, 4.58018, -1.5708, 7499.11
8036.62, 4.58013, -1.5708, 7498.66
8036.72, 4.58007, -1.5708, 7498.2
8036.82, 4.58002, -1.5708, 7497.74
8036.92, 4.57997, -1.5708, 7497.28
8037.02, 4.57991, -1.5708, 7496.82
8037.12, 4.57986, -1.5708, 7496.37
8037.22, 4.5798, -1.5708, 7495.91
8037.32, 4.57975, -1.5708, 7495.45
8037.42, 4.5797, -1.5708, 7494.99
8037.52, 4.57964, -1.5708, 7494.53
8037.62, 4.57959, -1.5708, 7494.08
8037.72, 4.57953, -1.5708, 7493.62
8037.82, 4.57948, -1.5708, 7493.16
8037.92, 4.57943, -1.5708, 7492.7
8038.02, 4.57937, -1.5708, 7492.24
8038.12, 4.57932, -1.5708, 7491.79
8038.22, 4.57926, -1.5708, 7491.33
8038.32, 4.57921, -1.5708, 7490.87
8038.42, 4.57916, -1.5708, 7490.41
8038.52, 4.5791, -1.5708, 7489.95
8038.62, 4.57905, -1.5708, 7489.5
8038.72, 4.57899, -1.5708, 7489.04
8038.82, 4.57894, -1.5708, 7488.58
8038.92, 4.57889, -1.5708, 7488.12
8039.02, 4.57883, -1.5708, 7487.67
8039.12, 4.57878, -1.5708, 7487.21
8039.22, 4.57872, -1.5708, 7486.75
8039.32, 4.57867, -1.5708, 7486.29
8039.42, 4.57862, -1.5708, 7485.83
8039.52, 4.57856, -1.5708, 7485.38
8039.62, 4.57851, -1.5708, 7484.92
8039.72, 4.57846, -1.5708, 7484.46
8039.82, 4.5784, -1.5708, 7484
8039.92, 4.57835, -1.5708, 7483.54
8040.02, 4.57829, -1.5708, 7483.09
8040.12, 4.57824, -1.5708, 7482.63
8040.22, 4.57819, -1.5708, 7482.17
8040.32, 4.57813, -1.5708, 7481.71
8040.42, 4.57808, -1.5708, 7481.26
8040.52, 4.57802, -1.5708, 7480.8
8040.62, 4.57797, -1.5708, 7480.34
8040.72, 4.57792, -1.5708, 7479.88
8040.82, 4.57786, -1.5708, 7479.42
8040.92, 4.57781, -1.5708, 7478.97
8041.02, 4.57775, -1.5708, 7478.51
8041.12, 4.5777, -1.5708, 7478.05
8041.22, 4.57765, -1.5708, 7477.59
8041.32, 4.57759, -1.5708, 7477.14
8041.42, 4.57754, -1.5708, 7476.68
8041.52, 4.57748, -1.5708, 7476.22
8041.62, 4.57743, -1.5708, 7475.76
8041.72, 4.57738, -1.5708, 7475.3
8041.82, 4.57732, -1.5708, 7474.85
8041.92, 4.57727, -1.5708, 7474.39
8042.02, 4.57721, -1.5708, 7473.93
8042.12, 4.57716, -1.5708, 7473.47
8042.22, 4.57711, -1.5708, 7473.02
8042.32, 4.57705, -1.5708, 7472.56
8042.42, 4.577, -1.5708, 7472.1
8042.52, 4.57694, -1.5708, 7471.64
8042.62, 4.57689, -1.5708, 7471.19
8042.72, 4.57684, -1.5708, 7470.73
8042.82, 4.57678, -1.5708, 7470.27
8042.92, 4.57673, -1.5708, 7469.81
8043.02, 4.57667, -1.5708, 7469.35
8043.12, 4.57662, -1.5708, 7468.9
8043.22, 4.57657, -1.5708, 7468.44
8043.32, 4.57651, -1.5708, 7467.98
8043.42, 4.57646, -1.5708, 7467.52
8043.52, 4.57641, -1.5708, 7467.07
8043.62, 4.57635, -1.5708, 7466.61
8043.72, 4.5763, -1.5708, 7466.15
8043.82, 4.57624, -1.5708, 7465.69
8043.92, 4.57619, -1.5708, 7465.24
8044.02, 4.57614, -1.5708, 7464.78
8044.12, 4.57608, -1.5708, 7464.32
8044.22, 4.57603, -1.5708, 7463.86
8044.32, 4.57597, -1.5708, 7463.41
8044.42, 4.57592, -1.5708, 7462.95
8044.52, 4.57587, -1.5708, 7462.49
8044.62, 4.57581, -1.5708, 7462.03
8044.72, 4.57576, -1.5708, 7461.57
8044.82, 4.5757, -1.5708, 7461.12
8044.92, 4.57565, -1.5708, 7460.66
8045.02, 4.5756, -1.5708, 7460.2
8045.12, 4.57554, -1.5708, 7459.74
8045.22, 4.57549, -1.5708, 7459.29
8045.32, 4.57543, -1.5708, 7458.83
8045.42, 4.57538, -1.5708, 7458.37
8045.52, 4.57533, -1.5708, 7457.91
8045.62, 4.57527, -1.5708, 7457.46
8045.72, 4.57522, -1.5708, 7457
8045.82, 4.57517, -1.5708, 7456.54
8045.92, 4.57511, -1.5708, 7456.08
8046.02, 4.57506, -1.5708, 7455.63
8046.12, 4.575, -1.5708, 7455.17
8046.22, 4.57495, -1.5708, 7454.71
8046.32, 4.5749, -1.5708, 7454.25
8046.42, 4.57484, -1.5708, 7453.8
8046.52, 4.57479, -1.5708, 7453.34
8046.62, 4.57473, -1.5708, 7452.88
8046.72, 4.57468, -1.5708, 7452.42
8046.82, 4.57463, -1.5708, 7451.97
8046.92, 4.57457, -1.5708, 7451.51
8047.02, 4.57452, -1.5708, 7451.05
8047.12, 4.57447, -1.5708, 7450.59
8047.22, 4.57441, -1.5708, 7450.14
8047.32, 4.57436, -1.5708, 7449.68
8047.42, 4.5743, -1.5708, 7449.22
8047.52, 4.57425, -1.5708, 7448.76
8047.62, 4.5742, -1.5708, 7448.31
8047.72, 4.57414, -1.5708, 7447.85
8047.82, 4.57409, -1.5708, 7447.39
8047.92, 4.57403, -1.5708, 7446.94
8048.02, 4.57398, -1.5708, 7446.48
8048.12, 4.57393, -1.5708, 7446.02
8048.22, 4.57387, -1.5708, 7445.56
8048.32, 4.57382, -1.5708, 7445.11
8048.42, 4.57376, -1.5708, 7444.65
8048.52, 4.57371, -1.5708, 7444.19
8048.62, 4.57366, -1.5708, 7443.73
8048.72, 4.5736, -1.5708, 7443.28
8048.82, 4.57355, -1.5708, 7442.82
8048.92, 4.5735, -1.5708, 7442.36
8049.02, 4.57344, -1.5708, 7441.9
8049.12, 4.57339, -1.5708, 7441.45
8049.22, 4.57333, -1.5708, 7440.99
8049.32, 4.57328, -1.5708, 7440.53
8049.42, 4.57323, -1.5708, 7440.07
8049.52, 4.57317, -1.5708, 7439.62
8049.62, 4.57312, -1.5708, 7439.16
8049.72, 4.57306, -1.5708, 7438.7
8049.82, 4.57301, -1.5708, 7438.25
8049.92, 4.57296, -1.5708, 7437.79
8050.02, 4.5729, -1.5708, 7437.33
8050.12, 4.57285, -1.5708, 7436.87
8050.22, 4.5728, -1.5708, 7436.42
8050.32, 4.57274, -1.5708, 7435.96
8050.42, 4.57269, -1.5708, 7435.5
8050.52, 4.57263, -1.5708, 7435.04
8050.62, 4.57258, -1.5708, 7434.59
8050.72, 4.57253, -1.5708, 7434.13
8050.82, 4.57247, -1.5708, 7433.67
8050.92, 4.57242, -1.5708, 7433.22
8051.02, 4.57237, -1.5708, 7432.76
8051.12, 4.57231, -1.5708, 7432.3
8051.22, 4.57226, -1.5708, 7431.84
8051.32, 4.5722, -1.5708, 7431.39
8051.42, 4.57215, -1.5708, 7430.93
8051.52, 4.5721, -1.5708, 7430.47
8051.62, 4.57204, -1.5708, 7430.01
8051.72, 4.57199, -1.5708, 7429.56
8051.82, 4.57193, -1.5708, 7429.1
8051.92, 4.57188, -1.5708, 7428.64
8052.02, 4.57183, -1.5708, 7428.19
8052.12, 4.57177, -1.5708, 7427.73
8052.22, 4.57172, -1.5708, 7427.27
8052.32, 4.57167, -1.5708, 7426.81
8052.42, 4.57161, -1.5708, 7426.36
8052.52, 4.57156, -1.5708, 7425.9
8052.62, 4.5715, -1.5708, 7425.44
8052.72, 4.57145, -1.5708, 7424.99
8052.82, 4.5714, -1.5708, 7424.53
8052.92, 4.57134, -1.5708, 7424.07
8053.02, 4.57129, -1.5708, 7423.61
8053.12, 4.57124, -1.5708, 7423.16
8053.22, 4.57118, -1.5708, 7422.7
8053.32, 4.57113, -1.5708, 7422.24
8053.42, 4.57107, -1.5708, 7421.79
8053.52, 4.57102, -1.5708, 7421.33
8053.62, 4.57097, -1.5708, 7420.87
8053.72, 4.57091, -1.5708, 7420.41
8053.82, 4.57086, -1.5708, 7419.96
8053.92, 4.5708, -1.5708, 7419.5
8054.02, 4.57075, -1.5708, 7419.04
8054.12, 4.5707, -1.5708, 7418.59
8054.22, 4.57064, -1.5708, 7418.13
8054.32, 4.57059, -1.5708, 7417.67
8054.42, 4.57054, -1.5708, 7417.22
8054.52, 4.57048, -1.5708, 7416.76
8054.62, 4.57043, -1.5708, 7416.3
8054.72, 4.57037, -1.5708, 7415.84
8054.82, 4.57032, -1.5708, 7415.39
8054.92, 4.57027, -1.5708, 7414.93
8055.02, 4.57021, -1.5708, 7414.47
8055.12, 4.57016, -1.5708, 7414.02
8055.22, 4.57011, -1.5708, 7413.56
8055.32, 4.57005, -1.5708, 7413.1
8055.42, 4.57, -1.5708, 7412.65
8055.52, 4.56994, -1.5708, 7412.19
8055.62, 4.56989, -1.5708, 7411.73
8055.72, 4.56984, -1.5708, 7411.27
8055.82, 4.56978, -1.5708, 7410.82
8055.92, 4.56973, -1.5708, 7410.36
8056.02, 4.56968, -1.5708, 7409.9
8056.12, 4.56962, -1.5708, 7409.45
8056.22, 4.56957, -1.5708, 7408.99
8056.32, 4.56951, -1.5708, 7408.53
8056.42, 4.56946, -1.5708, 7408.08
8056.52, 4.56941, -1.5708, 7407.62
8056.62, 4.56935, -1.5708, 7407.16
8056.72, 4.5693, -1.5708, 7406.7
8056.82, 4.56925, -1.5708, 7406.25
8056.92, 4.56919, -1.5708, 7405.79
8057.02, 4.56914, -1.5708, 7405.33
8057.12, 4.56908, -1.5708, 7404.88
8057.22, 4.56903, -1.5708, 7404.42
8057.32, 4.56898, -1.5708, 7403.96
8057.42, 4.56892, -1.5708, 7403.51
8057.52, 4.56887, -1.5708, 7403.05
8057.62, 4.56882, -1.5708, 7402.59
8057.72, 4.56876, -1.5708, 7402.14
8057.82, 4.56871, -1.5708, 7401.68
8057.92, 4.56865, -1.5708, 7401.22
8058.02, 4.5686, -1.5708, 7400.76
8058.12, 4.56855, -1.5708, 7400.31
8058.22, 4.56849, -1.5708, 7399.85
8058.32, 4.56844, -1.5708, 7399.39
8058.42, 4.56839, -1.5708, 7398.94
8058.52, 4.56833, -1.5708, 7398.48
8058.62, 4.56828, -1.5708, 7398.02
8058.72, 4.56822, -1.5708, 7397.57
8058.82, 4.56817, -1.5708, 7397.11
8058.92, 4.56812, -1.5708, 7396.65
8059.02, 4.56806, -1.5708, 7396.2
8059.12, 4.56801, -1.5708, 7395.74
8059.22, 4.56796, -1.5708, 7395.28
8059.32, 4.5679, -1.5708, 7394.83
8059.42, 4.56785, -1.5708, 7394.37
8059.52, 4.56779, -1.5708, 7393.91
8059.62, 4.56774, -1.5708, 7393.46
8059.72, 4.56769, -1.5708, 7393
8059.82, 4.56763, -1.5708, 7392.54
8059.92, 4.56758, -1.5708, 7392.09
8060.02, 4.56753, -1.5708, 7391.63
8060.12, 4.56747, -1.5708, 7391.17
8060.22, 4.56742, -1.5708, 7390.72
8060.32, 4.56737, -1.5708, 7390.26
8060.42, 4.56731, -1.5708, 7389.8
8060.52, 4.56726, -1.5708, 7389.35
8060.62, 4.5672, -1.5708, 7388.89
8060.72, 4.56715, -1.5708, 7388.43
8060.82, 4.5671, -1.5708, 7387.97
8060.92, 4.56704, -1.5708, 7387.52
8061.02, 4.56699, -1.5708, 7387.06
8061.12, 4.56694, -1.5708, 7386.6
8061.22, 4.56688, -1.5708, 7386.15
8061.32, 4.56683, -1.5708, 7385.69
8061.42, 4.56677, -1.5708, 7385.23
8061.52, 4.56672, -1.5708, 7384.78
8061.62, 4.56667, -1.5708, 7384.32
8061.72, 4.56661, -1.5708, 7383.86
8061.82, 4.56656, -1.5708, 7383.41
8061.92, 4.56651, -1.5708, 7382.95
8062.02, 4.56645, -1.5708, 7382.49
8062.12, 4.5664, -1.5708, 7382.04
8062.22, 4.56634, -1.5708, 7381.58
8062.32, 4.56629, -1.5708, 7381.12
8062.42, 4.56624, -1.5708, 7380.67
8062.52, 4.56618, -1.5708, 7380.21
8062.62, 4.56613, -1.5708, 7379.75
8062.72, 4.56608, -1.5708, 7379.3
8062.82, 4.56602, -1.5708, 7378.84
8062.92, 4.56597, -1.5708, 7378.39
8063.02, 4.56592, -1.5708, 7377.93
8063.12, 4.56586, -1.5708, 7377.47
8063.22, 4.56581, -1.5708, 7377.02
8063.32, 4.56575, -1.5708, 7376.56
8063.42, 4.5657, -1.5708, 7376.1
8063.52, 4.56565, -1.5708, 7375.65
8063.62, 4.56559, -1.5708, 7375.19
8063.72, 4.56554, -1.5708, 7374.73
8063.82, 4.56549, -1.5708, 7374.28
8063.92, 4.56543, -1.5708, 7373.82
8064.02, 4.56538, -1.5708, 7373.36
8064.12, 4.56533, -1.5708, 7372.91
8064.22, 4.56527, -1.5708, 7372.45
8064.32, 4.56522, -1.5708, 7371.99
8064.42, 4.56516, -1.5708, 7371.54
8064.52, 4.56511, -1.5708, 7371.08
8064.62, 4.56506, -1.5708, 7370.62
8064.72, 4.565, -1.5708, 7370.17
8064.82, 4.56495, -1.5708, 7369.71
8064.92, 4.5649, -1.5708, 7369.25
8065.02, 4.56484, -1.5708, 7368.8
8065.12, 4.56479, -1.5708, 7368.34
8065.22, 4.56474, -1.5708, 7367.88
8065.32, 4.56468, -1.5708, 7367.43
8065.42, 4.56463, -1.5708, 7366.97
8065.52, 4.56457, -1.5708, 7366.52
8065.62, 4.56452, -1.5708, 7366.06
8065.72, 4.56447, -1.5708, 7365.6
8065.82, 4.56441, -1.5708, 7365.15
8065.92, 4.56436, -1.5708, 7364.69
8066.02, 4.56431, -1.5708, 7364.23
8066.12, 4.56425, -1.5708, 7363.78
8066.22, 4.5642, -1.5708, 7363.32
8066.32, 4.56415, -1.5708, 7362.86
8066.42, 4.56409, -1.5708, 7362.41
8066.52, 4.56404, -1.5708, 7361.95
8066.62, 4.56398, -1.5708, 7361.49
8066.72, 4.56393, -1.5708, 7361.04
8066.82, 4.56388, -1.5708, 7360.58
8066.92, 4.56382, -1.5708, 7360.13
8067.02, 4.56377, -1.5708, 7359.67
8067.12, 4.56372, -1.5708, 7359.21
8067.22, 4.56366, -1.5708, 7358.76
8067.32, 4.56361, -1.5708, 7358.3
8067.42, 4.56356, -1.5708, 7357.84
8067.52, 4.5635, -1.5708, 7357.39
8067.62, 4.56345, -1.5708, 7356.93
8067.72, 4.56339, -1.5708, 7356.47
8067.82, 4.56334, -1.5708, 7356.02
8067.92, 4.56329, -1.5708, 7355.56
8068.02, 4.56323, -1.5708, 7355.11
8068.12, 4.56318, -1.5708, 7354.65
8068.22, 4.56313, -1.5708, 7354.19
8068.32, 4.56307, -1.5708, 7353.74
8068.42, 4.56302, -1.5708, 7353.28
8068.52, 4.56297, -1.5708, 7352.82
8068.62, 4.56291, -1.5708, 7352.37
8068.72, 4.56286, -1.5708, 7351.91
8068.82, 4.5628, -1.5708, 7351.46
8068.92, 4.56275, -1.5708, 7351
8069.02, 4.5627, -1.5708, 7350.54
8069.12, 4.56264, -1.5708, 7350.09
8069.22, 4.56259, -1.5708, 7349.63
8069.32, 4.56254, -1.5708, 7349.17
8069.42, 4.56248, -1.5708, 7348.72
8069.52, 4.56243, -1.5708, 7348.26
8069.62, 4.56238, -1.5708, 7347.81
8069.72, 4.56232, -1.5708, 7347.35
8069.82, 4.56227, -1.5708, 7346.89
8069.92, 4.56222, -1.5708, 7346.44
8070.02, 4.56216, -1.5708, 7345.98
8070.12, 4.56211, -1.5708, 7345.52
8070.22, 4.56205, -1.5708, 7345.07
8070.32, 4.562, -1.5708, 7344.61
8070.42, 4.56195, -1.5708, 7344.16
8070.52, 4.56189, -1.5708, 7343.7
8070.62, 4.56184, -1.5708, 7343.24
8070.72, 4.56179, -1.5708, 7342.79
8070.82, 4.56173, -1.5708, 7342.33
8070.92, 4.56168, -1.5708, 7341.87
8071.02, 4.56163, -1.5708, 7341.42
8071.12, 4.56157, -1.5708, 7340.96
8071.22, 4.56152, -1.5708, 7340.51
8071.32, 4.56147, -1.5708, 7340.05
8071.42, 4.56141, -1.5708, 7339.59
8071.52, 4.56136, -1.5708, 7339.14
8071.62, 4.5613, -1.5708, 7338.68
8071.72, 4.56125, -1.5708, 7338.23
8071.82, 4.5612, -1.5708, 7337.77
8071.92, 4.56114, -1.5708, 7337.31
8072.02, 4.56109, -1.5708, 7336.86
8072.12, 4.56104, -1.5708, 7336.4
8072.22, 4.56098, -1.5708, 7335.94
8072.32, 4.56093, -1.5708, 7335.49
8072.42, 4.56088, -1.5708, 7335.03
8072.52, 4.56082, -1.5708, 7334.58
8072.62, 4.56077, -1.5708, 7334.12
8072.72, 4.56072, -1.5708, 7333.66
8072.82, 4.56066, -1.5708, 7333.21
8072.92, 4.56061, -1.5708, 7332.75
8073.02, 4.56055, -1.5708, 7332.3
8073.12, 4.5605, -1.5708, 7331.84
8073.22, 4.56045, -1.5708, 7331.38
8073.32, 4.56039, -1.5708, 7330.93
8073.42, 4.56034, -1.5708, 7330.47
8073.52, 4.56029, -1.5708, 7330.02
8073.62, 4.56023, -1.5708, 7329.56
8073.72, 4.56018, -1.5708, 7329.1
8073.82, 4.56013, -1.5708, 7328.65
8073.92, 4.56007, -1.5708, 7328.19
8074.02, 4.56002, -1.5708, 7327.74
8074.12, 4.55997, -1.5708, 7327.28
8074.22, 4.55991, -1.5708, 7326.82
8074.32, 4.55986, -1.5708, 7326.37
8074.42, 4.55981, -1.5708, 7325.91
8074.52, 4.55975, -1.5708, 7325.46
8074.62, 4.5597, -1.5708, 7325
8074.72, 4.55964, -1.5708, 7324.54
8074.82, 4.55959, -1.5708, 7324.09
8074.92, 4.55954, -1.5708, 7323.63
8075.02, 4.55948, -1.5708, 7323.18
8075.12, 4.55943, -1.5708, 7322.72
8075.22, 4.55938, -1.5708, 7322.26
8075.32, 4.55932, -1.5708, 7321.81
8075.42, 4.55927, -1.5708, 7321.35
8075.52, 4.55922, -1.5708, 7320.9
8075.62, 4.55916, -1.5708, 7320.44
8075.72, 4.55911, -1.5708, 7319.98
8075.82, 4.55906, -1.5708, 7319.53
8075.92, 4.559, -1.5708, 7319.07
8076.02, 4.55895, -1.5708, 7318.62
8076.12, 4.5589, -1.5708, 7318.16
8076.22, 4.55884, -1.5708, 7317.71
8076.32, 4.55879, -1.5708, 7317.25
8076.42, 4.55873, -1.5708, 7316.79
8076.52, 4.55868, -1.5708, 7316.34
8076.62, 4.55863, -1.5708, 7315.88
8076.72, 4.55857, -1.5708, 7315.43
8076.82, 4.55852, -1.5708, 7314.97
8076.92, 4.55847, -1.5708, 7314.51
8077.02, 4.55841, -1.5708, 7314.06
8077.12, 4.55836, -1.5708, 7313.6
8077.22, 4.55831, -1.5708, 7313.15
8077.32, 4.55825, -1.5708, 7312.69
8077.42, 4.5582, -1.5708, 7312.23
8077.52, 4.55815, -1.5708, 7311.78
8077.62, 4.55809, -1.5708, 7311.32
8077.72, 4.55804, -1.5708, 7310.87
8077.82, 4.55799, -1.5708, 7310.41
8077.92, 4.55793, -1.5708, 7309.96
8078.02, 4.55788, -1.5708, 7309.5
8078.12, 4.55783, -1.5708, 7309.04
8078.22, 4.55777, -1.5708, 7308.59
8078.32, 4.55772, -1.5708, 7308.13
8078.42, 4.55767, -1.5708, 7307.68
8078.52, 4.55761, -1.5708, 7307.22
8078.62, 4.55756, -1.5708, 7306.77
8078.72, 4.5575, -1.5708, 7306.31
8078.82, 4.55745, -1.5708, 7305.85
8078.92, 4.5574, -1.5708, 7305.4
8079.02, 4.55734, -1.5708, 7304.94
8079.12, 4.55729, -1.5708, 7304.49
8079.22, 4.55724, -1.5708, 7304.03
8079.32, 4.55718, -1.5708, 7303.58
8079.42, 4.55713, -1.5708, 7303.12
8079.52, 4.55708, -1.5708, 7302.66
8079.62, 4.55702, -1.5708, 7302.21
8079.72, 4.55697, -1.5708, 7301.75
8079.82, 4.55692, -1.5708, 7301.3
8079.92, 4.55686, -1.5708, 7300.84
8080.02, 4.55681, -1.5708, 7300.39
8080.12, 4.55676, -1.5708, 7299.93
8080.22, 4.5567, -1.5708, 7299.47
8080.32, 4.55665, -1.5708, 7299.02
8080.42, 4.5566, -1.5708, 7298.56
8080.52, 4.55654, -1.5708, 7298.11
8080.62, 4.55649, -1.5708, 7297.65
8080.72, 4.55644, -1.5708, 7297.2
8080.82, 4.55638, -1.5708, 7296.74
8080.92, 4.55633, -1.5708, 7296.28
8081.02, 4.55628, -1.5708, 7295.83
8081.12, 4.55622, -1.5708, 7295.37
8081.22, 4.55617, -1.5708, 7294.92
8081.32, 4.55611, -1.5708, 7294.46
8081.42, 4.55606, -1.5708, 7294.01
8081.52, 4.55601, -1.5708, 7293.55
8081.62, 4.55595, -1.5708, 7293.1
8081.72, 4.5559, -1.5708, 7292.64
8081.82, 4.55585, -1.5708, 7292.18
8081.92, 4.55579, -1.5708, 7291.73
8082.02, 4.55574, -1.5708, 7291.27
8082.12, 4.55569, -1.5708, 7290.82
8082.22, 4.55563, -1.5708, 7290.36
8082.32, 4.55558, -1.5708, 7289.91
8082.42, 4.55553, -1.5708, 7289.45
8082.52, 4.55547, -1.5708, 7289
8082.62, 4.55542, -1.5708, 7288.54
8082.72, 4.55537, -1.5708, 7288.08
8082.82, 4.55531, -1.5708, 7287.63
8082.92, 4.55526, -1.5708, 7287.17
8083.02, 4.55521, -1.5708, 7286.72
8083.12, 4.55515, -1.5708, 7286.26
8083.22, 4.5551, -1.5708, 7285.81
8083.32, 4.55505, -1.5708, 7285.35
8083.42, 4.55499, -1.5708, 7284.9
8083.52, 4.55494, -1.5708, 7284.44
8083.62, 4.55489, -1.5708, 7283.98
8083.72, 4.55483, -1.5708, 7283.53
8083.82, 4.55478, -1.5708, 7283.07
8083.92, 4.55473, -1.5708, 7282.62
8084.02, 4.55467, -1.5708, 7282.16
8084.12, 4.55462, -1.5708, 7281.71
8084.22, 4.55457, -1.5708, 7281.25
8084.32, 4.55451, -1.5708, 7280.8
8084.42, 4.55446, -1.5708, 7280.34
8084.52, 4.55441, -1.5708, 7279.89
8084.62, 4.55435, -1.5708, 7279.43
8084.72, 4.5543, -1.5708, 7278.97
8084.82, 4.55425, -1.5708, 7278.52
8084.92, 4.55419, -1.5708, 7278.06
8085.02, 4.55414, -1.5708, 7277.61
8085.12, 4.55409, -1.5708, 7277.15
8085.22, 4.55403, -1.5708, 7276.7
8085.32, 4.55398, -1.5708, 7276.24
8085.42, 4.55392, -1.5708, 7275.79
8085.52, 4.55387, -1.5708, 7275.33
8085.62, 4.55382, -1.5708, 7274.88
8085.72, 4.55376, -1.5708, 7274.42
8085.82, 4.55371, -1.5708, 7273.96
8085.92, 4.55366, -1.5708, 7273.51
8086.02, 4.5536, -1.5708, 7273.05
8086.12, 4.55355, -1.5708, 7272.6
8086.22, 4.5535, -1.5708, 7272.14
8086.32, 4.55344, -1.5708, 7271.69
8086.42, 4.55339, -1.5708, 7271.23
8086.52, 4.55334, -1.5708, 7270.78
8086.62, 4.55328, -1.5708, 7270.32
8086.72, 4.55323, -1.5708, 7269.87
8086.82, 4.55318, -1.5708, 7269.41
8086.92, 4.55312, -1.5708, 7268.96
8087.02, 4.55307, -1.5708, 7268.5
8087.12, 4.55302, -1.5708, 7268.05
8087.22, 4.55296, -1.5708, 7267.59
8087.32, 4.55291, -1.5708, 7267.13
8087.42, 4.55286, -1.5708, 7266.68
8087.52, 4.5528, -1.5708, 7266.22
8087.62, 4.55275, -1.5708, 7265.77
8087.72, 4.5527, -1.5708, 7265.31
8087.82, 4.55264, -1.5708, 7264.86
8087.92, 4.55259, -1.5708, 7264.4
8088.02, 4.55254, -1.5708, 7263.95
8088.12, 4.55248, -1.5708, 7263.49
8088.22, 4.55243, -1.5708, 7263.04
8088.32, 4.55238, -1.5708, 7262.58
8088.42, 4.55232, -1.5708, 7262.13
8088.52, 4.55227, -1.5708, 7261.67
8088.62, 4.55222, -1.5708, 7261.22
8088.72, 4.55216, -1.5708, 7260.76
8088.82, 4.55211, -1.5708, 7260.31
8088.92, 4.55206, -1.5708, 7259.85
8089.02, 4.552, -1.5708, 7259.4
8089.12, 4.55195, -1.5708, 7258.94
8089.22, 4.5519, -1.5708, 7258.49
8089.32, 4.55184, -1.5708, 7258.03
8089.42, 4.55179, -1.5708, 7257.58
8089.52, 4.55174, -1.5708, 7257.12
8089.62, 4.55168, -1.5708, 7256.66
8089.72, 4.55163, -1.5708, 7256.21
8089.82, 4.55158, -1.5708, 7255.75
8089.92, 4.55152, -1.5708, 7255.3
8090.02, 4.55147, -1.5708, 7254.84
8090.12, 4.55142, -1.5708, 7254.39
8090.22, 4.55136, -1.5708, 7253.93
8090.32, 4.55131, -1.5708, 7253.48
8090.42, 4.55126, -1.5708, 7253.02
8090.52, 4.5512, -1.5708, 7252.57
8090.62, 4.55115, -1.5708, 7252.11
8090.72, 4.5511, -1.5708, 7251.66
8090.82, 4.55104, -1.5708, 7251.2
8090.92, 4.55099, -1.5708, 7250.75
8091.02, 4.55094, -1.5708, 7250.29
8091.12, 4.55088, -1.5708, 7249.84
8091.22, 4.55083, -1.5708, 7249.38
8091.32, 4.55078, -1.5708, 7248.93
8091.42, 4.55072, -1.5708, 7248.47
8091.52, 4.55067, -1.5708, 7248.02
8091.62, 4.55062, -1.5708, 7247.56
8091.72, 4.55056, -1.5708, 7247.11
8091.82, 4.55051, -1.5708, 7246.65
8091.92, 4.55046, -1.5708, 7246.2
8092.02, 4.5504, -1.5708, 7245.74
8092.12, 4.55035, -1.5708, 7245.29
8092.22, 4.5503, -1.5708, 7244.83
8092.32, 4.55024, -1.5708, 7244.38
8092.42, 4.55019, -1.5708, 7243.92
8092.52, 4.55014, -1.5708, 7243.47
8092.62, 4.55008, -1.5708, 7243.01
8092.72, 4.55003, -1.5708, 7242.56
8092.82, 4.54998, -1.5708, 7242.1
8092.92, 4.54992, -1.5708, 7241.65
8093.02, 4.54987, -1.5708, 7241.19
8093.12, 4.54982, -1.5708, 7240.74
8093.22, 4.54976, -1.5708, 7240.28
